,wave,start,end,syll
1411,123_marron1_May_25_2016_61162065.wav,0.0,1.248,SIL
1412,123_marron1_May_25_2016_61162065.wav,1.248,1.591,call
1413,123_marron1_May_25_2016_61162065.wav,1.591,2.067,SIL
1414,123_marron1_May_25_2016_61162065.wav,2.067,3.108,Z
1415,123_marron1_May_25_2016_61162065.wav,3.108,3.217,SIL
1416,123_marron1_May_25_2016_61162065.wav,3.217,3.47,Ci
1417,123_marron1_May_25_2016_61162065.wav,3.47,4.506,C
1418,123_marron1_May_25_2016_61162065.wav,4.506,4.686,H
1419,123_marron1_May_25_2016_61162065.wav,4.686,4.697,SIL
1420,123_marron1_May_25_2016_61162065.wav,4.697,5.426,E
1421,123_marron1_May_25_2016_61162065.wav,5.426,5.471,SIL
1422,123_marron1_May_25_2016_61162065.wav,5.471,6.012,R
1423,123_marron1_May_25_2016_61162065.wav,6.012,6.138,SIL
1424,123_marron1_May_25_2016_61162065.wav,6.138,7.281,J1
1425,123_marron1_May_25_2016_61162065.wav,7.281,8.1327891156,J2
1426,123_marron1_May_25_2016_61162065.wav,8.1327891156,8.133,SIL
1427,123_marron1_May_25_2016_61162065.wav,8.133,8.188,J2
1428,123_marron1_May_25_2016_61162065.wav,8.188,8.326,SIL
1429,123_marron1_May_25_2016_61162065.wav,8.326,9.15,B1
1430,123_marron1_May_25_2016_61162065.wav,9.15,9.192,SIL
1431,123_marron1_May_25_2016_61162065.wav,9.192,11.348,N
1432,123_marron1_May_25_2016_61162065.wav,11.348,11.435,SIL
1433,123_marron1_May_25_2016_61162065.wav,11.435,12.424,A
1434,123_marron1_May_25_2016_61162065.wav,12.424,12.48,SIL
1435,123_marron1_May_25_2016_61162065.wav,12.48,12.693,O
1436,123_marron1_May_25_2016_61162065.wav,12.693,12.738,SIL
1437,123_marron1_May_25_2016_61162065.wav,12.738,13.077,P
