,wave,start,end,syll
0,100_marron1_May_24_2016_62101389.wav,0.0,0.35,SIL
1,100_marron1_May_24_2016_62101389.wav,0.35,0.664,call
2,100_marron1_May_24_2016_62101389.wav,0.664,1.359,SIL
3,100_marron1_May_24_2016_62101389.wav,1.359,2.412,Z
4,100_marron1_May_24_2016_62101389.wav,2.412,2.488,SIL
5,100_marron1_May_24_2016_62101389.wav,2.488,2.773,T
6,100_marron1_May_24_2016_62101389.wav,2.773,2.8349814495,SIL
7,100_marron1_May_24_2016_62101389.wav,2.8349814495,2.969,SIL
8,100_marron1_May_24_2016_62101389.wav,2.969,4.398,U
9,100_marron1_May_24_2016_62101389.wav,4.398,4.695,J2
10,100_marron1_May_24_2016_62101389.wav,4.695,4.835,SIL
11,100_marron1_May_24_2016_62101389.wav,4.835,5.6979765498,B1
12,100_marron1_May_24_2016_62101389.wav,5.6979765498,6.7708993711,B2
13,100_marron1_May_24_2016_62101389.wav,6.768,6.925,R
14,100_marron1_May_24_2016_62101389.wav,6.925,7.059,SIL
15,100_marron1_May_24_2016_62101389.wav,7.059,7.104,J1
16,100_marron1_May_24_2016_62101389.wav,7.104,8.009,J1
17,100_marron1_May_24_2016_62101389.wav,8.009,8.432,J2
18,100_marron1_May_24_2016_62101389.wav,8.432,8.617,SIL
19,100_marron1_May_24_2016_62101389.wav,8.617,9.463,B1
20,100_marron1_May_24_2016_62101389.wav,9.463,10.2417906912,B2
21,100_marron1_May_24_2016_62101389.wav,10.2417906912,10.7824541495,Q
22,100_marron1_May_24_2016_62101389.wav,10.7768514193,11.469,O
23,100_marron1_May_24_2016_62101389.wav,11.469,11.53,SIL
24,100_marron1_May_24_2016_62101389.wav,11.53,12.281,J1
25,100_marron1_May_24_2016_62101389.wav,12.281,13.603,L
26,100_marron1_May_24_2016_62101389.wav,13.603,13.645,SIL
27,100_marron1_May_24_2016_62101389.wav,13.645,15.382,N
28,100_marron1_May_24_2016_62101389.wav,15.3626860368,15.5305959048,S
29,100_marron1_May_24_2016_62101389.wav,15.5305959048,15.562,SIL
30,100_marron1_May_24_2016_62101389.wav,15.562,17.088,M
31,100_marron1_May_24_2016_62101389.wav,17.088,18.52,D
32,100_marron1_May_24_2016_62101389.wav,18.52,18.581,SIL
33,100_marron1_May_24_2016_62101389.wav,18.581,18.75233777,I
34,100_marron1_May_24_2016_62101389.wav,18.75233777,18.831,SIL
35,100_marron1_May_24_2016_62101389.wav,18.831,19.66,A
36,100_marron1_May_24_2016_62101389.wav,19.66,19.73,A
37,100_marron1_May_24_2016_62101389.wav,19.73,19.744,SIL
38,100_marron1_May_24_2016_62101389.wav,19.744,19.907,O
39,100_marron1_May_24_2016_62101389.wav,19.907,19.974,SIL
40,100_marron1_May_24_2016_62101389.wav,19.974,20.304,P
41,100_marron1_May_24_2016_62101389.wav,20.304,20.408,SIL
42,100_marron1_May_24_2016_62101389.wav,20.408,20.688,K
43,100_marron1_May_24_2016_62101389.wav,20.688,21.007,K2
44,100_marron1_May_24_2016_62101389.wav,21.007,21.049,SIL
45,100_marron1_May_24_2016_62101389.wav,21.049,22.643,L
46,100_marron1_May_24_2016_62101389.wav,22.643,22.663,SIL
47,100_marron1_May_24_2016_62101389.wav,22.663,24.879,N
48,100_marron1_May_24_2016_62101389.wav,24.879,25.039,S
49,100_marron1_May_24_2016_62101389.wav,25.039,25.064,SIL
50,100_marron1_May_24_2016_62101389.wav,25.064,26.145,M
51,100_marron1_May_24_2016_62101389.wav,26.145,27.591,D
52,100_marron1_May_24_2016_62101389.wav,27.591,27.652,SIL
53,100_marron1_May_24_2016_62101389.wav,27.652,27.834,I
54,100_marron1_May_24_2016_62101389.wav,27.834,27.958,SIL
55,100_marron1_May_24_2016_62101389.wav,27.958,28.947,A
56,100_marron1_May_24_2016_62101389.wav,28.947,29.0,SIL
57,100_marron1_May_24_2016_62101389.wav,29.0,29.199,O
58,100_marron1_May_24_2016_62101389.wav,29.199,29.257,SIL
59,100_marron1_May_24_2016_62101389.wav,29.257,29.591,P
60,100_marron1_May_24_2016_62101389.wav,29.591,29.703,SIL
61,100_marron1_May_24_2016_62101389.wav,29.703,29.927,K
62,100_marron1_May_24_2016_62101389.wav,29.9269830291,31.5209597532,V
63,100_marron1_May_24_2016_62101389.wav,31.5209597532,31.535,SIL
64,100_marron1_May_24_2016_62101389.wav,31.535,31.697,O
65,100_marron1_May_24_2016_62101389.wav,31.697,31.838,SIL
66,100_marron1_May_24_2016_62101389.wav,31.838,32.4650197813,J1
67,100_marron1_May_24_2016_62101389.wav,32.4650197813,32.468,SIL
68,100_marron1_May_24_2016_62101389.wav,32.468,32.538,J2
69,100_marron1_May_24_2016_62101389.wav,32.538,32.636,SIL
70,100_marron1_May_24_2016_62101389.wav,32.636,33.546,B1
71,100_marron1_May_24_2016_62101389.wav,33.546,34.521,B2
72,100_marron1_May_24_2016_62101389.wav,34.521,34.566,SIL
73,100_marron1_May_24_2016_62101389.wav,34.566,36.7623137967,N
74,100_marron1_May_24_2016_62101389.wav,36.7623137967,36.802,SIL
75,100_marron1_May_24_2016_62101389.wav,36.802,37.712,A
76,100_marron1_May_24_2016_62101389.wav,37.712,37.779,A
