,wave,start,end,syll
184,103_marron1_May_24_2016_73006746.wav,0.0,0.919,SIL
185,103_marron1_May_24_2016_73006746.wav,0.919,1.235,call
186,103_marron1_May_24_2016_73006746.wav,1.235,2.278,SIL
187,103_marron1_May_24_2016_73006746.wav,2.278,2.787,Z
188,103_marron1_May_24_2016_73006746.wav,2.787,3.003,SIL
189,103_marron1_May_24_2016_73006746.wav,3.003,3.182,Ci
190,103_marron1_May_24_2016_73006746.wav,3.182,3.26078894,SIL
191,103_marron1_May_24_2016_73006746.wav,3.26078894,4.507,C
192,103_marron1_May_24_2016_73006746.wav,4.507,4.695,H
193,103_marron1_May_24_2016_73006746.wav,4.695,4.715,SIL
194,103_marron1_May_24_2016_73006746.wav,4.715,6.079,E
195,103_marron1_May_24_2016_73006746.wav,6.079,6.118,SIL
196,103_marron1_May_24_2016_73006746.wav,6.118,6.975,R
197,103_marron1_May_24_2016_73006746.wav,6.975,7.143,SIL
198,103_marron1_May_24_2016_73006746.wav,7.143,8.1198177285,J1
199,103_marron1_May_24_2016_73006746.wav,8.1198177285,8.12,SIL
200,103_marron1_May_24_2016_73006746.wav,8.12,8.177,J2
201,103_marron1_May_24_2016_73006746.wav,8.177,8.292,SIL
202,103_marron1_May_24_2016_73006746.wav,8.292,8.973,B1
