,wave,start,end,syll
1277,121_marron1_May_25_2016_57820836.wav,0.0,2.307,SIL
1278,121_marron1_May_25_2016_57820836.wav,2.307,2.91,Z
1279,121_marron1_May_25_2016_57820836.wav,2.91,2.988,SIL
1280,121_marron1_May_25_2016_57820836.wav,2.988,3.24,Ci
1281,121_marron1_May_25_2016_57820836.wav,3.24,4.28,C
1282,121_marron1_May_25_2016_57820836.wav,4.28,4.686,H
1283,121_marron1_May_25_2016_57820836.wav,4.686,4.697,SIL
1284,121_marron1_May_25_2016_57820836.wav,4.697,5.291,E
1285,121_marron1_May_25_2016_57820836.wav,5.291,5.333,SIL
1286,121_marron1_May_25_2016_57820836.wav,5.333,6.564,R
1287,121_marron1_May_25_2016_57820836.wav,6.564,6.667,SIL
1288,121_marron1_May_25_2016_57820836.wav,6.667,6.7149858524,J1
1289,121_marron1_May_25_2016_57820836.wav,6.7149858524,7.69,J1
1290,121_marron1_May_25_2016_57820836.wav,7.6883537415,8.2808163265,J2
1291,121_marron1_May_25_2016_57820836.wav,8.2808163265,8.282,SIL
1292,121_marron1_May_25_2016_57820836.wav,8.282,8.343,J2
1293,121_marron1_May_25_2016_57820836.wav,8.343,8.467,SIL
1294,121_marron1_May_25_2016_57820836.wav,8.467,9.128,B1
1295,121_marron1_May_25_2016_57820836.wav,9.128,9.192,SIL
1296,121_marron1_May_25_2016_57820836.wav,9.192,10.221,N
1297,121_marron1_May_25_2016_57820836.wav,10.215,10.392,S
1298,121_marron1_May_25_2016_57820836.wav,10.392,10.431,SIL
1299,121_marron1_May_25_2016_57820836.wav,10.431,11.723,M
1300,121_marron1_May_25_2016_57820836.wav,11.723,13.186,D
1301,121_marron1_May_25_2016_57820836.wav,13.186,13.245,SIL
1302,121_marron1_May_25_2016_57820836.wav,13.245,13.419,I
1303,121_marron1_May_25_2016_57820836.wav,13.419,13.508,SIL
1304,121_marron1_May_25_2016_57820836.wav,13.508,14.489,A
1305,121_marron1_May_25_2016_57820836.wav,14.489,14.54,SIL
1306,121_marron1_May_25_2016_57820836.wav,14.54,14.702,O
1307,121_marron1_May_25_2016_57820836.wav,14.702,14.789,SIL
1308,121_marron1_May_25_2016_57820836.wav,14.789,15.128,P
1309,121_marron1_May_25_2016_57820836.wav,15.128,15.254,SIL
1310,121_marron1_May_25_2016_57820836.wav,15.254,15.467,K
1311,121_marron1_May_25_2016_57820836.wav,15.467,15.521,SIL
1312,121_marron1_May_25_2016_57820836.wav,15.521,17.334,V
1313,121_marron1_May_25_2016_57820836.wav,17.334,17.508,O
1314,121_marron1_May_25_2016_57820836.wav,17.508,17.614,SIL
1315,121_marron1_May_25_2016_57820836.wav,17.614,18.3118367347,J1
1316,121_marron1_May_25_2016_57820836.wav,18.3118367347,18.312,SIL
1317,121_marron1_May_25_2016_57820836.wav,18.312,18.381,J2
1318,121_marron1_May_25_2016_57820836.wav,18.381,18.489,SIL
1319,121_marron1_May_25_2016_57820836.wav,18.489,19.357,B1
1320,121_marron1_May_25_2016_57820836.wav,19.357,19.377,SIL
1321,121_marron1_May_25_2016_57820836.wav,19.377,20.229,B2
1322,121_marron1_May_25_2016_57820836.wav,20.229,20.299,SIL
1323,121_marron1_May_25_2016_57820836.wav,20.299,22.911,N
1324,121_marron1_May_25_2016_57820836.wav,22.911,23.071,SIL
1325,121_marron1_May_25_2016_57820836.wav,23.071,23.766,A
