,wave,start,end,syll
1086,118_marron1_May_25_2016_54959986.wav,0.0,0.209,SIL
1087,118_marron1_May_25_2016_54959986.wav,0.209,0.522,call
1088,118_marron1_May_25_2016_54959986.wav,0.522,1.115,SIL
1089,118_marron1_May_25_2016_54959986.wav,1.115,2.416,Z
1090,118_marron1_May_25_2016_54959986.wav,2.416,2.534,SIL
1091,118_marron1_May_25_2016_54959986.wav,2.534,2.78,Ci
1092,118_marron1_May_25_2016_54959986.wav,2.78,3.809,C
1093,118_marron1_May_25_2016_54959986.wav,3.809,3.974,H
1094,118_marron1_May_25_2016_54959986.wav,3.974,3.994,SIL
1095,118_marron1_May_25_2016_54959986.wav,3.994,4.896,I
1096,118_marron1_May_25_2016_54959986.wav,4.896,4.927,SIL
1097,118_marron1_May_25_2016_54959986.wav,4.927,5.79,R
1098,118_marron1_May_25_2016_54959986.wav,5.79,5.927,SIL
1099,118_marron1_May_25_2016_54959986.wav,5.927,6.967,J1
1100,118_marron1_May_25_2016_54959986.wav,6.967,7.144,SIL
1101,118_marron1_May_25_2016_54959986.wav,7.144,7.917,B1
1102,118_marron1_May_25_2016_54959986.wav,7.917,7.959,SIL
1103,118_marron1_May_25_2016_54959986.wav,7.959,10.316,N
1104,118_marron1_May_25_2016_54959986.wav,10.316,10.473,S
1105,118_marron1_May_25_2016_54959986.wav,10.473,10.515,SIL
1106,118_marron1_May_25_2016_54959986.wav,10.515,11.807,M
1107,118_marron1_May_25_2016_54959986.wav,11.807,12.771,D
1108,118_marron1_May_25_2016_54959986.wav,12.771,12.825,SIL
1109,118_marron1_May_25_2016_54959986.wav,12.825,13.007,I
1110,118_marron1_May_25_2016_54959986.wav,13.007,13.099,SIL
1111,118_marron1_May_25_2016_54959986.wav,13.099,14.1264399093,A
1112,118_marron1_May_25_2016_54959986.wav,14.124,14.182,A
1113,118_marron1_May_25_2016_54959986.wav,14.182,14.201,SIL
1114,118_marron1_May_25_2016_54959986.wav,14.201,14.383,O
1115,118_marron1_May_25_2016_54959986.wav,14.383,14.43,SIL
1116,118_marron1_May_25_2016_54959986.wav,14.43,14.761,P
1117,118_marron1_May_25_2016_54959986.wav,14.761,14.89,SIL
1118,118_marron1_May_25_2016_54959986.wav,14.89,15.145,K
1119,118_marron1_May_25_2016_54959986.wav,15.145,15.395,K2
1120,118_marron1_May_25_2016_54959986.wav,15.395,15.467,SIL
1121,118_marron1_May_25_2016_54959986.wav,15.467,16.614,L
1122,118_marron1_May_25_2016_54959986.wav,16.614,17.2611337868,J2
1123,118_marron1_May_25_2016_54959986.wav,17.255,17.325,J2
1124,118_marron1_May_25_2016_54959986.wav,17.325,17.457,SIL
1125,118_marron1_May_25_2016_54959986.wav,17.457,18.133,B1
1126,118_marron1_May_25_2016_54959986.wav,18.133,18.189,SIL
1127,118_marron1_May_25_2016_54959986.wav,18.189,20.386,N
1128,118_marron1_May_25_2016_54959986.wav,20.386,20.532,S
1129,118_marron1_May_25_2016_54959986.wav,20.532,20.571,SIL
1130,118_marron1_May_25_2016_54959986.wav,20.571,21.883,M
1131,118_marron1_May_25_2016_54959986.wav,21.883,23.337,D
1132,118_marron1_May_25_2016_54959986.wav,23.337,23.421,SIL
1133,118_marron1_May_25_2016_54959986.wav,23.421,23.561,I
1134,118_marron1_May_25_2016_54959986.wav,23.561,23.679,SIL
1135,118_marron1_May_25_2016_54959986.wav,23.679,24.749569161,A
1136,118_marron1_May_25_2016_54959986.wav,24.749569161,24.755,SIL
1137,118_marron1_May_25_2016_54959986.wav,24.755,24.801814059,A
1138,118_marron1_May_25_2016_54959986.wav,24.801814059,24.834,SIL
