,wave,start,end,syll
877,114_marron1_May_25_2016_49032460.wav,0.0,0.647,SIL
878,114_marron1_May_25_2016_49032460.wav,0.647,0.938,call
879,114_marron1_May_25_2016_49032460.wav,0.938,2.343,SIL
880,114_marron1_May_25_2016_49032460.wav,2.343,2.819,call
881,114_marron1_May_25_2016_49032460.wav,2.819,3.617,SIL
882,114_marron1_May_25_2016_49032460.wav,3.617,4.517,Z
883,114_marron1_May_25_2016_49032460.wav,4.517,4.647,SIL
884,114_marron1_May_25_2016_49032460.wav,4.647,4.896,Ci
885,114_marron1_May_25_2016_49032460.wav,4.896,6.138,C
886,114_marron1_May_25_2016_49032460.wav,6.138,6.309,H
887,114_marron1_May_25_2016_49032460.wav,6.309,6.328,SIL
888,114_marron1_May_25_2016_49032460.wav,6.328,7.382,E
889,114_marron1_May_25_2016_49032460.wav,7.382,7.393,SIL
890,114_marron1_May_25_2016_49032460.wav,7.393,8.259,R
891,114_marron1_May_25_2016_49032460.wav,8.259,8.4189555511,SIL
892,114_marron1_May_25_2016_49032460.wav,8.4189555511,9.321,J1
893,114_marron1_May_25_2016_49032460.wav,9.321,9.935,J2
894,114_marron1_May_25_2016_49032460.wav,9.935,10.084,SIL
895,114_marron1_May_25_2016_49032460.wav,10.084,10.846,B1
896,114_marron1_May_25_2016_49032460.wav,10.846,10.868,SIL
897,114_marron1_May_25_2016_49032460.wav,10.868,11.6167013181,B2
898,114_marron1_May_25_2016_49032460.wav,11.611,12.438,Q
899,114_marron1_May_25_2016_49032460.wav,12.438,12.48,SIL
900,114_marron1_May_25_2016_49032460.wav,12.48,12.656,O
901,114_marron1_May_25_2016_49032460.wav,12.656,12.76,SIL
902,114_marron1_May_25_2016_49032460.wav,12.76,13.077,P
903,114_marron1_May_25_2016_49032460.wav,13.077,13.195,SIL
904,114_marron1_May_25_2016_49032460.wav,13.195,13.464,K
905,114_marron1_May_25_2016_49032460.wav,13.464,13.668,K2
906,114_marron1_May_25_2016_49032460.wav,13.668,13.752,SIL
907,114_marron1_May_25_2016_49032460.wav,13.752,15.229,L
908,114_marron1_May_25_2016_49032460.wav,15.229,15.846,J1
909,114_marron1_May_25_2016_49032460.wav,15.846,15.961,SIL
910,114_marron1_May_25_2016_49032460.wav,15.961,16.849,B1
911,114_marron1_May_25_2016_49032460.wav,16.849,16.863,SIL
912,114_marron1_May_25_2016_49032460.wav,16.863,17.578,B2
913,114_marron1_May_25_2016_49032460.wav,17.578,17.656,SIL
914,114_marron1_May_25_2016_49032460.wav,17.656,19.604,N
915,114_marron1_May_25_2016_49032460.wav,19.604,19.769,S
916,114_marron1_May_25_2016_49032460.wav,19.769,19.795,SIL
917,114_marron1_May_25_2016_49032460.wav,19.795,21.583,M
918,114_marron1_May_25_2016_49032460.wav,21.583,23.029,D
919,114_marron1_May_25_2016_49032460.wav,23.029,23.088,SIL
920,114_marron1_May_25_2016_49032460.wav,23.088,23.261,I
921,114_marron1_May_25_2016_49032460.wav,23.261,23.337,SIL
922,114_marron1_May_25_2016_49032460.wav,23.337,24.4186848073,A
923,114_marron1_May_25_2016_49032460.wav,24.4186848073,24.419,SIL
924,114_marron1_May_25_2016_49032460.wav,24.419,24.468,A
925,114_marron1_May_25_2016_49032460.wav,24.468,24.486,SIL
