,wave,start,end,syll
203,104_marron1_May_24_2016_73006746.wav,0.0,2.639,SIL
204,104_marron1_May_24_2016_73006746.wav,2.639,4.309,U
205,104_marron1_May_24_2016_73006746.wav,4.309,4.359,SIL
206,104_marron1_May_24_2016_73006746.wav,4.359,5.914,O
207,104_marron1_May_24_2016_73006746.wav,5.914,6.045,SIL
208,104_marron1_May_24_2016_73006746.wav,6.045,7.037,J1
209,104_marron1_May_24_2016_73006746.wav,7.037,7.622514352,J2
210,104_marron1_May_24_2016_73006746.wav,7.622514352,7.623,SIL
211,104_marron1_May_24_2016_73006746.wav,7.623,7.673,J2
212,104_marron1_May_24_2016_73006746.wav,7.673,7.796,SIL
213,104_marron1_May_24_2016_73006746.wav,7.796,8.659,B1
214,104_marron1_May_24_2016_73006746.wav,8.659,9.345,B2
215,104_marron1_May_24_2016_73006746.wav,9.345,9.488,R
216,104_marron1_May_24_2016_73006746.wav,9.488,9.6,SIL
217,104_marron1_May_24_2016_73006746.wav,9.6,10.004,O
218,104_marron1_May_24_2016_73006746.wav,10.004,10.099,SIL
219,104_marron1_May_24_2016_73006746.wav,10.099,11.192854132,J1
220,104_marron1_May_24_2016_73006746.wav,11.192854132,11.239,J2
221,104_marron1_May_24_2016_73006746.wav,11.239,11.374,SIL
222,104_marron1_May_24_2016_73006746.wav,11.374,12.343,B1
223,104_marron1_May_24_2016_73006746.wav,12.343,13.2322479021,B2
224,104_marron1_May_24_2016_73006746.wav,13.2322479021,14.015,Q
225,104_marron1_May_24_2016_73006746.wav,14.015,14.066,SIL
226,104_marron1_May_24_2016_73006746.wav,14.066,14.48,O
227,104_marron1_May_24_2016_73006746.wav,14.48,14.59,SIL
228,104_marron1_May_24_2016_73006746.wav,14.59,15.1721932121,J1
229,104_marron1_May_24_2016_73006746.wav,15.1721932121,15.175,SIL
230,104_marron1_May_24_2016_73006746.wav,15.175,15.237,J2
231,104_marron1_May_24_2016_73006746.wav,15.237,15.351,SIL
232,104_marron1_May_24_2016_73006746.wav,15.351,16.27,B1
233,104_marron1_May_24_2016_73006746.wav,16.27,17.2756648582,B2
234,104_marron1_May_24_2016_73006746.wav,17.2756648582,17.7998736466,Q
235,104_marron1_May_24_2016_73006746.wav,17.772,17.937,O
236,104_marron1_May_24_2016_73006746.wav,17.937,18.046,SIL
237,104_marron1_May_24_2016_73006746.wav,18.046,18.383,P
238,104_marron1_May_24_2016_73006746.wav,18.383,18.489,SIL
239,104_marron1_May_24_2016_73006746.wav,18.489,18.699,K
240,104_marron1_May_24_2016_73006746.wav,18.699,18.769,SIL
241,104_marron1_May_24_2016_73006746.wav,18.769,20.47,V
242,104_marron1_May_24_2016_73006746.wav,20.47,20.542,SIL
243,104_marron1_May_24_2016_73006746.wav,20.542,21.192,O
244,104_marron1_May_24_2016_73006746.wav,21.192,21.313,SIL
245,104_marron1_May_24_2016_73006746.wav,21.313,22.0803594716,J1
246,104_marron1_May_24_2016_73006746.wav,22.079,22.139,J2
247,104_marron1_May_24_2016_73006746.wav,22.139,22.265,SIL
248,104_marron1_May_24_2016_73006746.wav,22.265,23.375,B1
249,104_marron1_May_24_2016_73006746.wav,23.375,24.299,B2
250,104_marron1_May_24_2016_73006746.wav,24.299,24.338,SIL
251,104_marron1_May_24_2016_73006746.wav,24.338,25.198,N
252,104_marron1_May_24_2016_73006746.wav,25.198,25.347,S
253,104_marron1_May_24_2016_73006746.wav,25.347,25.403,SIL
254,104_marron1_May_24_2016_73006746.wav,25.403,25.574,M
