,wave,start,end,syll
1168,119_marron1_May_25_2016_56342575.wav,0.0,1.219,SIL
1169,119_marron1_May_25_2016_56342575.wav,1.219,1.55,call
1170,119_marron1_May_25_2016_56342575.wav,1.55,2.093,SIL
1171,119_marron1_May_25_2016_56342575.wav,2.093,3.074,Z
1172,119_marron1_May_25_2016_56342575.wav,3.074,3.187,SIL
1173,119_marron1_May_25_2016_56342575.wav,3.187,3.436,Ci
1174,119_marron1_May_25_2016_56342575.wav,3.436,4.661,C
1175,119_marron1_May_25_2016_56342575.wav,4.661,4.823,H
1176,119_marron1_May_25_2016_56342575.wav,4.823,4.848,SIL
1177,119_marron1_May_25_2016_56342575.wav,4.848,5.574,E
1178,119_marron1_May_25_2016_56342575.wav,5.574,5.611,SIL
1179,119_marron1_May_25_2016_56342575.wav,5.611,6.502,R
1180,119_marron1_May_25_2016_56342575.wav,6.502,6.592,SIL
1181,119_marron1_May_25_2016_56342575.wav,6.592,6.667,J1
1182,119_marron1_May_25_2016_56342575.wav,6.667,7.752,J1
1183,119_marron1_May_25_2016_56342575.wav,7.752,7.75330839,SIL
1184,119_marron1_May_25_2016_56342575.wav,7.75330839,8.4607709751,J2
1185,119_marron1_May_25_2016_56342575.wav,8.455,8.507,J2
1186,119_marron1_May_25_2016_56342575.wav,8.507,8.643,SIL
1187,119_marron1_May_25_2016_56342575.wav,8.643,9.476,B1
1188,119_marron1_May_25_2016_56342575.wav,9.476,10.6414028721,B2
1189,119_marron1_May_25_2016_56342575.wav,10.641,11.807,Q
1190,119_marron1_May_25_2016_56342575.wav,11.807,11.818,SIL
1191,119_marron1_May_25_2016_56342575.wav,11.818,12.233,H
1192,119_marron1_May_25_2016_56342575.wav,12.233,12.264,SIL
1193,119_marron1_May_25_2016_56342575.wav,12.264,13.06,E
1194,119_marron1_May_25_2016_56342575.wav,13.06,13.068,SIL
1195,119_marron1_May_25_2016_56342575.wav,13.068,15.182,N
1196,119_marron1_May_25_2016_56342575.wav,15.182,15.339,S
1197,119_marron1_May_25_2016_56342575.wav,15.339,15.369,SIL
1198,119_marron1_May_25_2016_56342575.wav,15.369,16.185,M
1199,119_marron1_May_25_2016_56342575.wav,16.185,17.8720637649,D
1200,119_marron1_May_25_2016_56342575.wav,17.8720637649,17.925,SIL
1201,119_marron1_May_25_2016_56342575.wav,17.925,18.035,I
1202,119_marron1_May_25_2016_56342575.wav,18.035,18.194,SIL
1203,119_marron1_May_25_2016_56342575.wav,18.194,19.324,A
1204,119_marron1_May_25_2016_56342575.wav,19.324,19.377,SIL
1205,119_marron1_May_25_2016_56342575.wav,19.377,19.604,O
1206,119_marron1_May_25_2016_56342575.wav,19.604,19.635,SIL
1207,119_marron1_May_25_2016_56342575.wav,19.635,19.98,P
1208,119_marron1_May_25_2016_56342575.wav,19.98,20.086,SIL
1209,119_marron1_May_25_2016_56342575.wav,20.086,20.299,K
1210,119_marron1_May_25_2016_56342575.wav,20.299,20.33,SIL
1211,119_marron1_May_25_2016_56342575.wav,20.33,22.065,V
1212,119_marron1_May_25_2016_56342575.wav,22.065,22.121,SIL
1213,119_marron1_May_25_2016_56342575.wav,22.121,22.339,O
1214,119_marron1_May_25_2016_56342575.wav,22.339,22.415,SIL
1215,119_marron1_May_25_2016_56342575.wav,22.415,23.172,J1
1216,119_marron1_May_25_2016_56342575.wav,23.172,24.439,L
1217,119_marron1_May_25_2016_56342575.wav,24.439,24.447,SIL
1218,119_marron1_May_25_2016_56342575.wav,24.447,27.586,N
1219,119_marron1_May_25_2016_56342575.wav,27.586,27.765,S
1220,119_marron1_May_25_2016_56342575.wav,27.765,27.779,SIL
1221,119_marron1_May_25_2016_56342575.wav,27.779,29.088,M
1222,119_marron1_May_25_2016_56342575.wav,29.088,30.559,D
1223,119_marron1_May_25_2016_56342575.wav,30.559,30.817,SIL
1224,119_marron1_May_25_2016_56342575.wav,30.817,31.972,A
1225,119_marron1_May_25_2016_56342575.wav,31.972,32.008,SIL
1226,119_marron1_May_25_2016_56342575.wav,32.008,32.157,O
1227,119_marron1_May_25_2016_56342575.wav,32.157,32.255,SIL
1228,119_marron1_May_25_2016_56342575.wav,32.255,32.591,P
1229,119_marron1_May_25_2016_56342575.wav,32.591,32.703,SIL
1230,119_marron1_May_25_2016_56342575.wav,32.703,32.922,K
1231,119_marron1_May_25_2016_56342575.wav,32.922,32.953,SIL
1232,119_marron1_May_25_2016_56342575.wav,32.953,34.746,V
