,wave,start,end,syll
395,107_marron1_May_25_2016_24672389.wav,0.0,0.605,SIL
396,107_marron1_May_25_2016_24672389.wav,0.605,1.012,call
397,107_marron1_May_25_2016_24672389.wav,1.012,2.458,SIL
398,107_marron1_May_25_2016_24672389.wav,2.458,2.755,call
399,107_marron1_May_25_2016_24672389.wav,2.755,3.335,SIL
400,107_marron1_May_25_2016_24672389.wav,3.335,4.635,Z
401,107_marron1_May_25_2016_24672389.wav,4.635,4.728,SIL
402,107_marron1_May_25_2016_24672389.wav,4.728,4.991,T
403,107_marron1_May_25_2016_24672389.wav,4.991,5.175,SIL
404,107_marron1_May_25_2016_24672389.wav,5.175,5.221,SIL
405,107_marron1_May_25_2016_24672389.wav,5.221,6.4217687075,U
406,107_marron1_May_25_2016_24672389.wav,6.4217687075,7.511,A
407,107_marron1_May_25_2016_24672389.wav,7.511,7.559,A
408,107_marron1_May_25_2016_24672389.wav,7.559,8.78,X
409,107_marron1_May_25_2016_24672389.wav,8.78,8.792,SIL
410,107_marron1_May_25_2016_24672389.wav,8.792,8.862,TRASH
411,107_marron1_May_25_2016_24672389.wav,8.862,8.881,SIL
412,107_marron1_May_25_2016_24672389.wav,8.881,10.002,O
413,107_marron1_May_25_2016_24672389.wav,10.002,10.067,SIL
414,107_marron1_May_25_2016_24672389.wav,10.067,10.431,P
415,107_marron1_May_25_2016_24672389.wav,10.431,10.54,SIL
416,107_marron1_May_25_2016_24672389.wav,10.54,10.787,K
417,107_marron1_May_25_2016_24672389.wav,10.787,11.093,K2
418,107_marron1_May_25_2016_24672389.wav,11.093,11.177,SIL
419,107_marron1_May_25_2016_24672389.wav,11.177,11.241,TRASH
420,107_marron1_May_25_2016_24672389.wav,11.241,11.285,SIL
421,107_marron1_May_25_2016_24672389.wav,11.285,11.538,Ci
422,107_marron1_May_25_2016_24672389.wav,11.538,12.359,C
423,107_marron1_May_25_2016_24672389.wav,12.359,12.533,H
424,107_marron1_May_25_2016_24672389.wav,12.533,12.556,SIL
425,107_marron1_May_25_2016_24672389.wav,12.556,13.304,E
426,107_marron1_May_25_2016_24672389.wav,13.304,13.323,SIL
427,107_marron1_May_25_2016_24672389.wav,13.323,14.571,R
428,107_marron1_May_25_2016_24672389.wav,14.571,14.666,SIL
429,107_marron1_May_25_2016_24672389.wav,14.666,14.7109886621,J1
430,107_marron1_May_25_2016_24672389.wav,14.7109886621,15.6270294785,J1
431,107_marron1_May_25_2016_24672389.wav,15.627,15.846,J2
432,107_marron1_May_25_2016_24672389.wav,15.846,16.031,SIL
433,107_marron1_May_25_2016_24672389.wav,16.031,16.799,B1
434,107_marron1_May_25_2016_24672389.wav,16.799,17.614,B2
435,107_marron1_May_25_2016_24672389.wav,17.614,17.656,SIL
436,107_marron1_May_25_2016_24672389.wav,17.656,17.724,TRASH
437,107_marron1_May_25_2016_24672389.wav,17.724,17.7240816327,SIL
438,107_marron1_May_25_2016_24672389.wav,17.7240816327,19.635,N
439,107_marron1_May_25_2016_24672389.wav,19.635,19.671,SIL
440,107_marron1_May_25_2016_24672389.wav,19.671,19.817,S
441,107_marron1_May_25_2016_24672389.wav,19.817,19.862,SIL
442,107_marron1_May_25_2016_24672389.wav,19.862,21.143,M
443,107_marron1_May_25_2016_24672389.wav,21.143,22.827,D
444,107_marron1_May_25_2016_24672389.wav,22.827,22.894,SIL
445,107_marron1_May_25_2016_24672389.wav,22.894,23.006,H
446,107_marron1_May_25_2016_24672389.wav,23.006,23.205,SIL
447,107_marron1_May_25_2016_24672389.wav,23.205,23.934,A
448,107_marron1_May_25_2016_24672389.wav,23.934,23.979,SIL
449,107_marron1_May_25_2016_24672389.wav,23.979,24.183,O
450,107_marron1_May_25_2016_24672389.wav,24.183,24.24,SIL
451,107_marron1_May_25_2016_24672389.wav,24.24,24.565,P
452,107_marron1_May_25_2016_24672389.wav,24.565,24.685,SIL
453,107_marron1_May_25_2016_24672389.wav,24.685,24.893,K
454,107_marron1_May_25_2016_24672389.wav,24.893,25.103,K2
455,107_marron1_May_25_2016_24672389.wav,25.103,25.184,SIL
456,107_marron1_May_25_2016_24672389.wav,25.184,27.322,V
457,107_marron1_May_25_2016_24672389.wav,27.322,27.398,SIL
