,wave,start,end,syll
6768,215_marron1_May_29_2016_53981165.wav,0.0,3.976,SIL
6769,215_marron1_May_29_2016_53981165.wav,3.976,4.967,Z
6770,215_marron1_May_29_2016_53981165.wav,4.967,5.049,SIL
6771,215_marron1_May_29_2016_53981165.wav,5.049,5.3564876897,Ci
6772,215_marron1_May_29_2016_53981165.wav,5.3564876897,6.361,C
6773,215_marron1_May_29_2016_53981165.wav,6.361,7.106,H
6774,215_marron1_May_29_2016_53981165.wav,7.106,7.707,E
6775,215_marron1_May_29_2016_53981165.wav,7.707,7.734,SIL
6776,215_marron1_May_29_2016_53981165.wav,7.734,8.629,R
6777,215_marron1_May_29_2016_53981165.wav,8.629,8.718,SIL
6778,215_marron1_May_29_2016_53981165.wav,8.718,8.786,J1
6779,215_marron1_May_29_2016_53981165.wav,8.786,9.688,J1
6780,215_marron1_May_29_2016_53981165.wav,9.688,10.624,J2
6781,215_marron1_May_29_2016_53981165.wav,10.624,10.706,SIL
6782,215_marron1_May_29_2016_53981165.wav,10.706,11.355,B1
6783,215_marron1_May_29_2016_53981165.wav,11.355,12.838,N
6784,215_marron1_May_29_2016_53981165.wav,12.838,13.015,S
6785,215_marron1_May_29_2016_53981165.wav,13.015,14.327,M
6786,215_marron1_May_29_2016_53981165.wav,14.327,15.311,D
6787,215_marron1_May_29_2016_53981165.wav,15.311,15.345,SIL
6788,215_marron1_May_29_2016_53981165.wav,15.345,15.557,I
6789,215_marron1_May_29_2016_53981165.wav,15.557,15.584,SIL
6790,215_marron1_May_29_2016_53981165.wav,15.584,17.081,A
6791,215_marron1_May_29_2016_53981165.wav,17.081,17.907,X
6792,215_marron1_May_29_2016_53981165.wav,17.907,19.41,N
6793,215_marron1_May_29_2016_53981165.wav,19.41,19.492,SIL
6794,215_marron1_May_29_2016_53981165.wav,19.492,20.435,A
6795,215_marron1_May_29_2016_53981165.wav,20.435,20.674,O
6796,215_marron1_May_29_2016_53981165.wav,20.674,21.043,P
6797,215_marron1_May_29_2016_53981165.wav,21.043,21.112,SIL
6798,215_marron1_May_29_2016_53981165.wav,21.112,21.289,K
6799,215_marron1_May_29_2016_53981165.wav,21.289,21.344,SIL
6800,215_marron1_May_29_2016_53981165.wav,21.344,22.854,V
6801,215_marron1_May_29_2016_53981165.wav,22.854,22.922,SIL
6802,215_marron1_May_29_2016_53981165.wav,22.922,23.701,J1
6803,215_marron1_May_29_2016_53981165.wav,23.701,24.3638202823,J2
6804,215_marron1_May_29_2016_53981165.wav,24.3638202823,24.367,SIL
6805,215_marron1_May_29_2016_53981165.wav,24.367,24.422,J2
6806,215_marron1_May_29_2016_53981165.wav,24.422,24.528,SIL
6807,215_marron1_May_29_2016_53981165.wav,24.528,25.2861746676,B1
6808,215_marron1_May_29_2016_53981165.wav,25.2861746676,25.299839177,SIL
6809,215_marron1_May_29_2016_53981165.wav,25.299839177,27.0352318724,N
6810,215_marron1_May_29_2016_53981165.wav,27.0352318724,27.083,SIL
6811,215_marron1_May_29_2016_53981165.wav,27.083,27.8619346918,A
6812,215_marron1_May_29_2016_53981165.wav,27.8619346918,27.8686951666,SIL
6813,215_marron1_May_29_2016_53981165.wav,27.8686951666,27.9097604748,A
6814,215_marron1_May_29_2016_53981165.wav,27.9097604748,27.917,SIL
6815,215_marron1_May_29_2016_53981165.wav,27.917,28.135,O
6816,215_marron1_May_29_2016_53981165.wav,28.135,28.163,SIL
6817,215_marron1_May_29_2016_53981165.wav,28.163,28.566,P
