,wave,start,end,syll
4192,172_marron1_May_27_2016_38615584.wav,0.0,2.452,SIL
4193,172_marron1_May_27_2016_38615584.wav,2.452,2.738,T
4194,172_marron1_May_27_2016_38615584.wav,2.738,2.971,SIL
4195,172_marron1_May_27_2016_38615584.wav,2.971,4.1741048097,U
4196,172_marron1_May_27_2016_38615584.wav,4.174,5.091,J1
4197,172_marron1_May_27_2016_38615584.wav,5.090651154,6.713651154,L
4198,172_marron1_May_27_2016_38615584.wav,6.713651154,6.813,SIL
4199,172_marron1_May_27_2016_38615584.wav,6.813,7.695,J2
4200,172_marron1_May_27_2016_38615584.wav,7.695,7.848,SIL
4201,172_marron1_May_27_2016_38615584.wav,7.848,8.7,B1
4202,172_marron1_May_27_2016_38615584.wav,8.7,9.608,B2
4203,172_marron1_May_27_2016_38615584.wav,9.608,10.819,Q
4204,172_marron1_May_27_2016_38615584.wav,10.819,10.85,SIL
4205,172_marron1_May_27_2016_38615584.wav,10.85,11.541,O
4206,172_marron1_May_27_2016_38615584.wav,11.541,11.598,SIL
4207,172_marron1_May_27_2016_38615584.wav,11.598,12.339,J1
4208,172_marron1_May_27_2016_38615584.wav,12.339,13.3013788219,J2
4209,172_marron1_May_27_2016_38615584.wav,13.3013788219,13.303,SIL
4210,172_marron1_May_27_2016_38615584.wav,13.303,13.351,J2
4211,172_marron1_May_27_2016_38615584.wav,13.351,13.473,SIL
4212,172_marron1_May_27_2016_38615584.wav,13.473,14.34,B1
4213,172_marron1_May_27_2016_38615584.wav,14.34,15.211,B2
4214,172_marron1_May_27_2016_38615584.wav,15.211,15.761,R
4215,172_marron1_May_27_2016_38615584.wav,15.761,15.852,SIL
4216,172_marron1_May_27_2016_38615584.wav,15.852,15.902,J1
4217,172_marron1_May_27_2016_38615584.wav,15.8982601308,16.769,J1
4218,172_marron1_May_27_2016_38615584.wav,16.769,18.136,L
4219,172_marron1_May_27_2016_38615584.wav,18.136,19.221,N
4220,172_marron1_May_27_2016_38615584.wav,19.194,19.373,S
4221,172_marron1_May_27_2016_38615584.wav,19.373,19.393,SIL
4222,172_marron1_May_27_2016_38615584.wav,19.393,20.706,M
4223,172_marron1_May_27_2016_38615584.wav,20.706,21.917,D
4224,172_marron1_May_27_2016_38615584.wav,21.917,21.967,SIL
4225,172_marron1_May_27_2016_38615584.wav,21.967,22.154,I
4226,172_marron1_May_27_2016_38615584.wav,22.154,22.215,SIL
4227,172_marron1_May_27_2016_38615584.wav,22.215,23.15,A
4228,172_marron1_May_27_2016_38615584.wav,23.15,23.177,SIL
4229,172_marron1_May_27_2016_38615584.wav,23.177,23.418,O
4230,172_marron1_May_27_2016_38615584.wav,23.418,23.46,SIL
4231,172_marron1_May_27_2016_38615584.wav,23.46,23.815,P
4232,172_marron1_May_27_2016_38615584.wav,23.815,23.907,SIL
4233,172_marron1_May_27_2016_38615584.wav,23.907,24.212,K
4234,172_marron1_May_27_2016_38615584.wav,24.212,24.281,SIL
4235,172_marron1_May_27_2016_38615584.wav,24.281,25.992,V
4236,172_marron1_May_27_2016_38615584.wav,25.992,26.068,SIL
4237,172_marron1_May_27_2016_38615584.wav,26.068,26.267,O
4238,172_marron1_May_27_2016_38615584.wav,26.267,26.32,SIL
4239,172_marron1_May_27_2016_38615584.wav,26.32,27.233,J1
4240,172_marron1_May_27_2016_38615584.wav,27.233,28.661,J2
4241,172_marron1_May_27_2016_38615584.wav,28.661,28.715,SIL
4242,172_marron1_May_27_2016_38615584.wav,28.715,30.658,N
4243,172_marron1_May_27_2016_38615584.wav,30.658,30.773,SIL
4244,172_marron1_May_27_2016_38615584.wav,30.773,31.774,A
4245,172_marron1_May_27_2016_38615584.wav,31.774,31.827,SIL
4246,172_marron1_May_27_2016_38615584.wav,31.827,32.018,O
4247,172_marron1_May_27_2016_38615584.wav,32.018,32.083,SIL
4248,172_marron1_May_27_2016_38615584.wav,32.083,32.866,J1
4249,172_marron1_May_27_2016_38615584.wav,32.866,32.957,L2
4250,172_marron1_May_27_2016_38615584.wav,32.957,34.424,L
4251,172_marron1_May_27_2016_38615584.wav,34.424,35.2335690527,J2
4252,172_marron1_May_27_2016_38615584.wav,35.2335690527,35.237,SIL
4253,172_marron1_May_27_2016_38615584.wav,35.237,35.295,J2
4254,172_marron1_May_27_2016_38615584.wav,35.295,35.413,SIL
4255,172_marron1_May_27_2016_38615584.wav,35.413,36.299,B1
4256,172_marron1_May_27_2016_38615584.wav,36.299,37.048,B2
4257,172_marron1_May_27_2016_38615584.wav,37.048,37.09,SIL
4258,172_marron1_May_27_2016_38615584.wav,37.09,38.632,N
4259,172_marron1_May_27_2016_38615584.wav,38.613,38.827,S
4260,172_marron1_May_27_2016_38615584.wav,38.827,38.842,SIL
4261,172_marron1_May_27_2016_38615584.wav,38.842,40.252,M
