,wave,start,end,syll
6967,218_marron1_May_29_2016_61704055.wav,0.0,1.499679908,SIL
6968,218_marron1_May_29_2016_61704055.wav,1.499679908,1.8037152424,call
6969,218_marron1_May_29_2016_61704055.wav,1.8037152424,2.6748277175,SIL
6970,218_marron1_May_29_2016_61704055.wav,2.6748277175,3.0130243254,call
6971,218_marron1_May_29_2016_61704055.wav,3.0130243254,3.627927249,SIL
6972,218_marron1_May_29_2016_61704055.wav,3.627927249,4.5605300164,Z
6973,218_marron1_May_29_2016_61704055.wav,4.5605300164,4.639,SIL
6974,218_marron1_May_29_2016_61704055.wav,4.639,4.9397201526,Ci
6975,218_marron1_May_29_2016_61704055.wav,4.9397201526,4.94,SIL
6976,218_marron1_May_29_2016_61704055.wav,4.94,5.91,C
6977,218_marron1_May_29_2016_61704055.wav,5.91,6.115,H
6978,218_marron1_May_29_2016_61704055.wav,6.114867962,6.1968550185,TRASH
6979,218_marron1_May_29_2016_61704055.wav,6.1968550185,6.272,SIL
6980,218_marron1_May_29_2016_61704055.wav,6.272,7.017,E
6981,218_marron1_May_29_2016_61704055.wav,7.017,7.57,R
6982,218_marron1_May_29_2016_61704055.wav,7.57,7.659,SIL
6983,218_marron1_May_29_2016_61704055.wav,7.659,8.684,J1
6984,218_marron1_May_29_2016_61704055.wav,8.684,9.7496274657,J2
6985,218_marron1_May_29_2016_61704055.wav,9.746,9.801,J2
6986,218_marron1_May_29_2016_61704055.wav,9.801,9.879,SIL
6987,218_marron1_May_29_2016_61704055.wav,9.879,10.754,B1
6988,218_marron1_May_29_2016_61704055.wav,10.754,11.717,B2
6989,218_marron1_May_29_2016_61704055.wav,11.717,12.981,R
6990,218_marron1_May_29_2016_61704055.wav,12.981,13.036,SIL
6991,218_marron1_May_29_2016_61704055.wav,13.036,13.08,J1
6992,218_marron1_May_29_2016_61704055.wav,13.08,13.080351635,SIL
6993,218_marron1_May_29_2016_61704055.wav,13.080351635,13.986,J1
6994,218_marron1_May_29_2016_61704055.wav,13.986,14.7132605098,J2
6995,218_marron1_May_29_2016_61704055.wav,14.71,14.761,J2
6996,218_marron1_May_29_2016_61704055.wav,14.761,14.867,SIL
6997,218_marron1_May_29_2016_61704055.wav,14.867,15.666,B1
6998,218_marron1_May_29_2016_61704055.wav,15.666,16.4793983513,B2
6999,218_marron1_May_29_2016_61704055.wav,16.479,17.313,Q
7000,218_marron1_May_29_2016_61704055.wav,17.313,17.347,SIL
7001,218_marron1_May_29_2016_61704055.wav,17.347,17.682,H
7002,218_marron1_May_29_2016_61704055.wav,17.682,18.768,E
7003,218_marron1_May_29_2016_61704055.wav,18.768,20.647,N
7004,218_marron1_May_29_2016_61704055.wav,20.647,20.729,SIL
7005,218_marron1_May_29_2016_61704055.wav,20.729,22.0340214275,A
7006,218_marron1_May_29_2016_61704055.wav,22.034,22.096,A
7007,218_marron1_May_29_2016_61704055.wav,22.0955117198,23.0315117198,X
7008,218_marron1_May_29_2016_61704055.wav,23.0315117198,23.038,SIL
7009,218_marron1_May_29_2016_61704055.wav,23.038,23.196,X
