,wave,start,end,syll
13226,343_marron1_June_11_2016_63718260.wav,0.0,1.885,SIL
13227,343_marron1_June_11_2016_63718260.wav,1.885,2.238,call
13228,343_marron1_June_11_2016_63718260.wav,2.238,3.086,SIL
13229,343_marron1_June_11_2016_63718260.wav,3.086,3.455,call
13230,343_marron1_June_11_2016_63718260.wav,3.455,4.143,SIL
13231,343_marron1_June_11_2016_63718260.wav,4.143,4.893,Z
13232,343_marron1_June_11_2016_63718260.wav,4.893,5.007,SIL
13233,343_marron1_June_11_2016_63718260.wav,5.007,5.26,Ci
13234,343_marron1_June_11_2016_63718260.wav,5.26,6.287,C
13235,343_marron1_June_11_2016_63718260.wav,6.287,6.88,H
13236,343_marron1_June_11_2016_63718260.wav,6.88,6.919,SIL
13237,343_marron1_June_11_2016_63718260.wav,6.919,7.645,E
13238,343_marron1_June_11_2016_63718260.wav,7.645,7.689,SIL
13239,343_marron1_June_11_2016_63718260.wav,7.689,8.189,R
13240,343_marron1_June_11_2016_63718260.wav,8.189,8.305,SIL
13241,343_marron1_June_11_2016_63718260.wav,8.305,8.352,J1
13242,343_marron1_June_11_2016_63718260.wav,8.352,9.122,J1
13243,343_marron1_June_11_2016_63718260.wav,9.122,10.223,J2
13244,343_marron1_June_11_2016_63718260.wav,10.212,11.387,L
13245,343_marron1_June_11_2016_63718260.wav,11.387,11.398,SIL
13246,343_marron1_June_11_2016_63718260.wav,11.398,12.516,N
13247,343_marron1_June_11_2016_63718260.wav,12.516,12.558,SIL
13248,343_marron1_June_11_2016_63718260.wav,12.558,13.59,A
13249,343_marron1_June_11_2016_63718260.wav,13.59,13.637,A
13250,343_marron1_June_11_2016_63718260.wav,13.637,13.681,SIL
13251,343_marron1_June_11_2016_63718260.wav,13.681,13.874,O
13252,343_marron1_June_11_2016_63718260.wav,13.874,13.932,SIL
13253,343_marron1_June_11_2016_63718260.wav,13.932,14.269,P
13254,343_marron1_June_11_2016_63718260.wav,14.269,14.357,SIL
13255,343_marron1_June_11_2016_63718260.wav,14.357,14.652,K
13256,343_marron1_June_11_2016_63718260.wav,14.652,15.124,K2
13257,343_marron1_June_11_2016_63718260.wav,15.124,15.171,SIL
13258,343_marron1_June_11_2016_63718260.wav,15.171,15.911,L
13259,343_marron1_June_11_2016_63718260.wav,15.911,17.147,J2
13260,343_marron1_June_11_2016_63718260.wav,17.134,17.183,J2
13261,343_marron1_June_11_2016_63718260.wav,17.183,17.291,SIL
13262,343_marron1_June_11_2016_63718260.wav,17.291,18.133,B1
13263,343_marron1_June_11_2016_63718260.wav,18.133,18.1334346462,SIL
13264,343_marron1_June_11_2016_63718260.wav,18.1334346462,19.0324346462,B2
13265,343_marron1_June_11_2016_63718260.wav,19.0324346462,19.046,SIL
13266,343_marron1_June_11_2016_63718260.wav,19.046,20.216,Q
13267,343_marron1_June_11_2016_63718260.wav,20.216,20.247,SIL
13268,343_marron1_June_11_2016_63718260.wav,20.247,20.6,H
13269,343_marron1_June_11_2016_63718260.wav,20.589,21.331,E
13270,343_marron1_June_11_2016_63718260.wav,21.331,21.362,SIL
13271,343_marron1_June_11_2016_63718260.wav,21.362,23.3765547352,N
13272,343_marron1_June_11_2016_63718260.wav,23.3765547352,23.39,SIL
13273,343_marron1_June_11_2016_63718260.wav,23.39,23.52,S
