,wave,start,end,syll
8696,252_marron1_June_06_2016_24885582.wav,0.0,3.296104391,SIL
8697,252_marron1_June_06_2016_24885582.wav,3.296104391,4.3056225559,Z
8698,252_marron1_June_06_2016_24885582.wav,4.3056225559,4.3497544975,SIL
8699,252_marron1_June_06_2016_24885582.wav,4.3497544975,5.3151407208,T
8700,252_marron1_June_06_2016_24885582.wav,5.3151407208,5.5109762118,SIL
8701,252_marron1_June_06_2016_24885582.wav,5.5109762118,6.6335824772,U
8702,252_marron1_June_06_2016_24885582.wav,6.6335824772,6.7439123313,SIL
8703,252_marron1_June_06_2016_24885582.wav,6.7439123313,7.6513753812,B1
8704,252_marron1_June_06_2016_24885582.wav,7.6513753812,7.6624083666,SIL
8705,252_marron1_June_06_2016_24885582.wav,7.6624083666,8.5284977212,B2
8706,252_marron1_June_06_2016_24885582.wav,8.5284977212,8.5395307066,SIL
8707,252_marron1_June_06_2016_24885582.wav,8.5395307066,9.4773344664,Q
8708,252_marron1_June_06_2016_24885582.wav,9.4773344664,10.0289837368,H
8709,252_marron1_June_06_2016_24885582.wav,10.0124342587,11.079875597,E
8710,252_marron1_June_06_2016_24885582.wav,11.079875597,11.6149753894,R
8711,252_marron1_June_06_2016_24885582.wav,11.6149753894,11.7253052435,SIL
8712,252_marron1_June_06_2016_24885582.wav,11.7253052435,11.7639206924,J1
8713,252_marron1_June_06_2016_24885582.wav,11.7639206924,12.4976142221,J1
8714,252_marron1_June_06_2016_24885582.wav,12.4976142221,13.1513186076,J2
