,wave,start,end,syll
22128,517_marron1_June_07_2016_23984264.wav,0.0,2.7150576254,SIL
22129,517_marron1_June_07_2016_23984264.wav,2.7150576254,3.7521998117,Z
22130,517_marron1_June_07_2016_23984264.wav,3.7521998117,3.7922019419,SIL
22131,517_marron1_June_07_2016_23984264.wav,3.7922019419,4.4642377291,T
22132,517_marron1_June_07_2016_23984264.wav,4.4642377291,4.6402471019,SIL
22133,517_marron1_June_07_2016_23984264.wav,4.6402471019,5.5562958833,U
22134,517_marron1_June_07_2016_23984264.wav,5.5282943921,5.6122988655,TRASH
22135,517_marron1_June_07_2016_23984264.wav,5.6002982265,5.6723020608,J2
22136,517_marron1_June_07_2016_23984264.wav,5.6723020608,5.7803078123,SIL
22137,517_marron1_June_07_2016_23984264.wav,5.7803078123,6.6003514812,B1
22138,517_marron1_June_07_2016_23984264.wav,6.6003514812,7.5124000495,B2
22139,517_marron1_June_07_2016_23984264.wav,7.5124000495,7.5604026057,SIL
22140,517_marron1_June_07_2016_23984264.wav,7.5604026057,8.5644560735,N
22141,517_marron1_June_07_2016_23984264.wav,8.5644560735,8.6444603338,SIL
22142,517_marron1_June_07_2016_23984264.wav,8.6444603338,9.7005165708,A
22143,517_marron1_June_07_2016_23984264.wav,9.7005165708,9.7725204052,SIL
22144,517_marron1_June_07_2016_23984264.wav,9.7725204052,9.952529991,O
22145,517_marron1_June_07_2016_23984264.wav,9.952529991,9.9805314822,SIL
22146,517_marron1_June_07_2016_23984264.wav,9.9805314822,10.360551719,P
22147,517_marron1_June_07_2016_23984264.wav,10.360551719,10.4325555533,SIL
22148,517_marron1_June_07_2016_23984264.wav,10.4325555533,10.7805740859,K
22149,517_marron1_June_07_2016_23984264.wav,10.7805740859,11.0525885712,K2
22150,517_marron1_June_07_2016_23984264.wav,11.0525885712,11.1125917665,SIL
22151,517_marron1_June_07_2016_23984264.wav,11.1125917665,12.0846435301,L
22152,517_marron1_June_07_2016_23984264.wav,12.0846435301,12.9446893292,J2
22153,517_marron1_June_07_2016_23984264.wav,12.9446893292,13.0166931635,J2
22154,517_marron1_June_07_2016_23984264.wav,13.0166931635,13.0926972109,SIL
22155,517_marron1_June_07_2016_23984264.wav,13.0926972109,13.8647383235,B1
22156,517_marron1_June_07_2016_23984264.wav,13.8647383235,14.6487800752,B2
22157,517_marron1_June_07_2016_23984264.wav,14.6487800752,14.7007828445,SIL
22158,517_marron1_June_07_2016_23984264.wav,14.7007828445,15.6048309867,N
22159,517_marron1_June_07_2016_23984264.wav,15.5808297086,15.7274603175,S
22160,517_marron1_June_07_2016_23984264.wav,15.7274603175,15.7648395075,SIL
22161,517_marron1_June_07_2016_23984264.wav,15.7648395075,16.8408968096,M
22162,517_marron1_June_07_2016_23984264.wav,16.8208957445,17.5929368571,D
22163,517_marron1_June_07_2016_23984264.wav,17.5929368571,17.6209383483,SIL
22164,517_marron1_June_07_2016_23984264.wav,17.6209383483,17.8249492122,I
22165,517_marron1_June_07_2016_23984264.wav,17.8249492122,17.8529507034,SIL
22166,517_marron1_June_07_2016_23984264.wav,17.8529507034,18.7209969285,A
22167,517_marron1_June_07_2016_23984264.wav,18.7209969285,18.7970009758,SIL
22168,517_marron1_June_07_2016_23984264.wav,18.7970009758,19.9170606211,O
22169,517_marron1_June_07_2016_23984264.wav,19.9170606211,19.9810640294,SIL
22170,517_marron1_June_07_2016_23984264.wav,19.9810640294,20.741104503,J1
22171,517_marron1_June_07_2016_23984264.wav,20.741104503,21.6171511542,J2
22172,517_marron1_June_07_2016_23984264.wav,21.6171511542,22.5572012136,L
22173,517_marron1_June_07_2016_23984264.wav,22.5572012136,22.5732020657,SIL
22174,517_marron1_June_07_2016_23984264.wav,22.5732020657,23.7292636281,N
