,wave,start,end,syll
19052,448_marron1_May_23_2016_41559646.wav,0.0,1.295,SIL
19053,448_marron1_May_23_2016_41559646.wav,1.295,1.593,call
19054,448_marron1_May_23_2016_41559646.wav,1.593,2.105,SIL
19055,448_marron1_May_23_2016_41559646.wav,2.105,2.383,call
19056,448_marron1_May_23_2016_41559646.wav,2.383,2.487,SIL
19057,448_marron1_May_23_2016_41559646.wav,2.487,2.727,Ci
19058,448_marron1_May_23_2016_41559646.wav,2.727,3.755,C
19059,448_marron1_May_23_2016_41559646.wav,3.755,3.915,H
19060,448_marron1_May_23_2016_41559646.wav,3.915,3.938,SIL
19061,448_marron1_May_23_2016_41559646.wav,3.938,4.809,E
19062,448_marron1_May_23_2016_41559646.wav,4.809,4.828,SIL
19063,448_marron1_May_23_2016_41559646.wav,4.828,5.336,R
19064,448_marron1_May_23_2016_41559646.wav,5.336,5.428,SIL
19065,448_marron1_May_23_2016_41559646.wav,5.428,5.504,J1
19066,448_marron1_May_23_2016_41559646.wav,5.477,6.505,J1
19067,448_marron1_May_23_2016_41559646.wav,6.505,7.353,J2
19068,448_marron1_May_23_2016_41559646.wav,7.353,7.357,SIL
19069,448_marron1_May_23_2016_41559646.wav,7.357,7.418,J2
19070,448_marron1_May_23_2016_41559646.wav,7.418,7.517,SIL
19071,448_marron1_May_23_2016_41559646.wav,7.517,8.464,B1
19072,448_marron1_May_23_2016_41559646.wav,8.464,9.339,B2
19073,448_marron1_May_23_2016_41559646.wav,9.339,9.37,SIL
19074,448_marron1_May_23_2016_41559646.wav,9.37,10.279,Q
19075,448_marron1_May_23_2016_41559646.wav,10.279,10.435,O
19076,448_marron1_May_23_2016_41559646.wav,10.435,10.504,SIL
19077,448_marron1_May_23_2016_41559646.wav,10.504,10.844,P
19078,448_marron1_May_23_2016_41559646.wav,10.844,10.928,SIL
19079,448_marron1_May_23_2016_41559646.wav,10.928,11.134,K
19080,448_marron1_May_23_2016_41559646.wav,11.134,11.512,K2
19081,448_marron1_May_23_2016_41559646.wav,11.512,11.57,SIL
19082,448_marron1_May_23_2016_41559646.wav,11.57,12.945,L
19083,448_marron1_May_23_2016_41559646.wav,12.945,13.495,J2
19084,448_marron1_May_23_2016_41559646.wav,13.495,13.571,J2
19085,448_marron1_May_23_2016_41559646.wav,13.571,13.678,SIL
19086,448_marron1_May_23_2016_41559646.wav,13.678,14.526,B1
19087,448_marron1_May_23_2016_41559646.wav,14.526,14.541,SIL
19088,448_marron1_May_23_2016_41559646.wav,14.541,15.576,B2
19089,448_marron1_May_23_2016_41559646.wav,15.576,16.768,Q
19090,448_marron1_May_23_2016_41559646.wav,16.768,17.097,H
19091,448_marron1_May_23_2016_41559646.wav,17.097,17.559,E
19092,448_marron1_May_23_2016_41559646.wav,17.559,17.589,SIL
19093,448_marron1_May_23_2016_41559646.wav,17.589,19.755,N
19094,448_marron1_May_23_2016_41559646.wav,19.755,19.786,SIL
19095,448_marron1_May_23_2016_41559646.wav,19.786,20.756,A
19096,448_marron1_May_23_2016_41559646.wav,20.756,20.779,SIL
19097,448_marron1_May_23_2016_41559646.wav,20.779,20.947,O
19098,448_marron1_May_23_2016_41559646.wav,20.947,21.004,SIL
19099,448_marron1_May_23_2016_41559646.wav,21.004,21.386,P
19100,448_marron1_May_23_2016_41559646.wav,21.386,21.466,SIL
19101,448_marron1_May_23_2016_41559646.wav,21.466,21.73,K
19102,448_marron1_May_23_2016_41559646.wav,21.73,22.024,K2
19103,448_marron1_May_23_2016_41559646.wav,22.024,22.062,SIL
19104,448_marron1_May_23_2016_41559646.wav,22.062,23.143,L
19105,448_marron1_May_23_2016_41559646.wav,23.143,23.697,J2
19106,448_marron1_May_23_2016_41559646.wav,23.697,23.777,J2
19107,448_marron1_May_23_2016_41559646.wav,23.777,23.857,SIL
19108,448_marron1_May_23_2016_41559646.wav,23.857,24.858,B1
19109,448_marron1_May_23_2016_41559646.wav,24.85,25.526,B2
19110,448_marron1_May_23_2016_41559646.wav,25.526,26.015,R
19111,448_marron1_May_23_2016_41559646.wav,26.015,26.092,SIL
19112,448_marron1_May_23_2016_41559646.wav,26.092,26.164,J1
19113,448_marron1_May_23_2016_41559646.wav,26.149,27.085,J1
19114,448_marron1_May_23_2016_41559646.wav,27.085,27.138,J2
