,wave,start,end,syll
15036,376_marron1_June_13_2016_22781114.wav,0.0,2.528,SIL
15037,376_marron1_June_13_2016_22781114.wav,2.528,3.132,Z
15038,376_marron1_June_13_2016_22781114.wav,3.132,3.238,SIL
15039,376_marron1_June_13_2016_22781114.wav,3.238,3.477,Ci
15040,376_marron1_June_13_2016_22781114.wav,3.477,4.306,C
15041,376_marron1_June_13_2016_22781114.wav,4.306,4.458,H
15042,376_marron1_June_13_2016_22781114.wav,4.458,4.48,SIL
15043,376_marron1_June_13_2016_22781114.wav,4.48,5.377,E
15044,376_marron1_June_13_2016_22781114.wav,5.377,5.411,SIL
15045,376_marron1_June_13_2016_22781114.wav,5.411,5.94,R
15046,376_marron1_June_13_2016_22781114.wav,5.94,6.035,SIL
15047,376_marron1_June_13_2016_22781114.wav,6.035,6.395,O
15048,376_marron1_June_13_2016_22781114.wav,6.395,6.522,SIL
15049,376_marron1_June_13_2016_22781114.wav,6.522,7.123,J1
15050,376_marron1_June_13_2016_22781114.wav,7.123,7.488,J2
15051,376_marron1_June_13_2016_22781114.wav,7.488,7.542,J2
15052,376_marron1_June_13_2016_22781114.wav,7.542,7.661,SIL
15053,376_marron1_June_13_2016_22781114.wav,7.661,8.476,B1
15054,376_marron1_June_13_2016_22781114.wav,8.476,8.496,SIL
15055,376_marron1_June_13_2016_22781114.wav,8.496,9.283,B2
15056,376_marron1_June_13_2016_22781114.wav,9.283,9.298,SIL
15057,376_marron1_June_13_2016_22781114.wav,9.298,10.383,N
15058,376_marron1_June_13_2016_22781114.wav,10.383,10.463,SIL
15059,376_marron1_June_13_2016_22781114.wav,10.463,11.439,A
15060,376_marron1_June_13_2016_22781114.wav,11.439,11.508,SIL
15061,376_marron1_June_13_2016_22781114.wav,11.508,11.883,O
15062,376_marron1_June_13_2016_22781114.wav,11.883,12.017,SIL
15063,376_marron1_June_13_2016_22781114.wav,12.017,12.753,J1
15064,376_marron1_June_13_2016_22781114.wav,12.753,13.416,J2
15065,376_marron1_June_13_2016_22781114.wav,13.416,13.475,J2
15066,376_marron1_June_13_2016_22781114.wav,13.475,13.587,SIL
15067,376_marron1_June_13_2016_22781114.wav,13.587,14.4239110611,B1
15068,376_marron1_June_13_2016_22781114.wav,14.4239110611,14.439,SIL
15069,376_marron1_June_13_2016_22781114.wav,14.439,15.452,B2
15070,376_marron1_June_13_2016_22781114.wav,15.452,15.477,SIL
15071,376_marron1_June_13_2016_22781114.wav,15.477,16.736,N
15072,376_marron1_June_13_2016_22781114.wav,16.736,16.823,SIL
15073,376_marron1_June_13_2016_22781114.wav,16.823,17.697,A
15074,376_marron1_June_13_2016_22781114.wav,17.697,17.752,A
15075,376_marron1_June_13_2016_22781114.wav,17.752,17.824,SIL
15076,376_marron1_June_13_2016_22781114.wav,17.824,18.467,O
15077,376_marron1_June_13_2016_22781114.wav,18.467,18.569,SIL
15078,376_marron1_June_13_2016_22781114.wav,18.569,19.386,J1
15079,376_marron1_June_13_2016_22781114.wav,19.386,20.287,J2
15080,376_marron1_June_13_2016_22781114.wav,20.287,20.344,J2
15081,376_marron1_June_13_2016_22781114.wav,20.344,20.461,SIL
15082,376_marron1_June_13_2016_22781114.wav,20.461,21.2310633025,B1
15083,376_marron1_June_13_2016_22781114.wav,21.2310633025,21.241,SIL
15084,376_marron1_June_13_2016_22781114.wav,21.241,22.254,B2
15085,376_marron1_June_13_2016_22781114.wav,22.254,22.277,SIL
15086,376_marron1_June_13_2016_22781114.wav,22.277,23.618,N
15087,376_marron1_June_13_2016_22781114.wav,23.618,23.69,SIL
15088,376_marron1_June_13_2016_22781114.wav,23.69,24.646,A
15089,376_marron1_June_13_2016_22781114.wav,24.646,24.74,SIL
15090,376_marron1_June_13_2016_22781114.wav,24.74,24.894,O
15091,376_marron1_June_13_2016_22781114.wav,24.894,24.979,SIL
15092,376_marron1_June_13_2016_22781114.wav,24.979,25.306,P
