,wave,start,end,syll
590,109_marron1_May_25_2016_30221931.wav,0.0,1.101,SIL
591,109_marron1_May_25_2016_30221931.wav,1.101,1.427,call
592,109_marron1_May_25_2016_30221931.wav,1.427,2.214,SIL
593,109_marron1_May_25_2016_30221931.wav,2.214,3.47,Z
594,109_marron1_May_25_2016_30221931.wav,3.47,3.596,SIL
595,109_marron1_May_25_2016_30221931.wav,3.596,3.842,Ci
596,109_marron1_May_25_2016_30221931.wav,3.842,4.865,C
597,109_marron1_May_25_2016_30221931.wav,4.865,5.036,H
598,109_marron1_May_25_2016_30221931.wav,5.036,5.061,SIL
599,109_marron1_May_25_2016_30221931.wav,5.061,5.79,E
600,109_marron1_May_25_2016_30221931.wav,5.79,5.829,SIL
601,109_marron1_May_25_2016_30221931.wav,5.829,6.723,R
602,109_marron1_May_25_2016_30221931.wav,6.723,6.833,SIL
603,109_marron1_May_25_2016_30221931.wav,6.833,7.875,J1
604,109_marron1_May_25_2016_30221931.wav,7.875,8.521723356,J2
605,109_marron1_May_25_2016_30221931.wav,8.521723356,8.522,SIL
606,109_marron1_May_25_2016_30221931.wav,8.522,8.577,J2
607,109_marron1_May_25_2016_30221931.wav,8.577,8.702,SIL
608,109_marron1_May_25_2016_30221931.wav,8.702,9.476,B1
609,109_marron1_May_25_2016_30221931.wav,9.476,10.207,B2
610,109_marron1_May_25_2016_30221931.wav,10.207,10.221,SIL
611,109_marron1_May_25_2016_30221931.wav,10.221,11.992,N
612,109_marron1_May_25_2016_30221931.wav,11.992,12.163,S
613,109_marron1_May_25_2016_30221931.wav,12.163,12.191,SIL
614,109_marron1_May_25_2016_30221931.wav,12.191,13.721,M
615,109_marron1_May_25_2016_30221931.wav,13.721,15.182,D
616,109_marron1_May_25_2016_30221931.wav,15.182,15.24,SIL
617,109_marron1_May_25_2016_30221931.wav,15.24,15.409,I
618,109_marron1_May_25_2016_30221931.wav,15.409,15.481,SIL
619,109_marron1_May_25_2016_30221931.wav,15.481,15.56,A
620,109_marron1_May_25_2016_30221931.wav,15.56,15.5602721088,SIL
621,109_marron1_May_25_2016_30221931.wav,15.5602721088,16.7909297052,A
622,109_marron1_May_25_2016_30221931.wav,16.788,16.837,A
623,109_marron1_May_25_2016_30221931.wav,16.837,16.849,SIL
624,109_marron1_May_25_2016_30221931.wav,16.849,18.5643537415,N
625,109_marron1_May_25_2016_30221931.wav,18.548,18.705,S
626,109_marron1_May_25_2016_30221931.wav,18.705,18.738,SIL
627,109_marron1_May_25_2016_30221931.wav,18.738,20.061,M
628,109_marron1_May_25_2016_30221931.wav,20.061,21.274,D
629,109_marron1_May_25_2016_30221931.wav,21.274,21.339,SIL
630,109_marron1_May_25_2016_30221931.wav,21.339,21.482,I
631,109_marron1_May_25_2016_30221931.wav,21.482,21.644,SIL
632,109_marron1_May_25_2016_30221931.wav,21.644,22.610430839,A
633,109_marron1_May_25_2016_30221931.wav,22.608,22.663,A
634,109_marron1_May_25_2016_30221931.wav,22.663,22.678,SIL
635,109_marron1_May_25_2016_30221931.wav,22.678,22.877,O
636,109_marron1_May_25_2016_30221931.wav,22.877,22.95,SIL
637,109_marron1_May_25_2016_30221931.wav,22.95,23.289,P
638,109_marron1_May_25_2016_30221931.wav,23.289,23.368,SIL
639,109_marron1_May_25_2016_30221931.wav,23.368,23.668,K
640,109_marron1_May_25_2016_30221931.wav,23.668,23.962,K2
