,wave,start,end,syll
19176,450_marron1_May_23_2016_44209152.wav,0.0,1.895,SIL
19177,450_marron1_May_23_2016_44209152.wav,1.895,2.143,call
19178,450_marron1_May_23_2016_44209152.wav,2.143,3.266,SIL
19179,450_marron1_May_23_2016_44209152.wav,3.266,3.533,call
19180,450_marron1_May_23_2016_44209152.wav,3.533,4.713,SIL
19181,450_marron1_May_23_2016_44209152.wav,4.713,4.908,Ci
19182,450_marron1_May_23_2016_44209152.wav,4.908,4.9349314391,SIL
19183,450_marron1_May_23_2016_44209152.wav,4.9349314391,6.012,C
19184,450_marron1_May_23_2016_44209152.wav,6.012,6.169,H
19185,450_marron1_May_23_2016_44209152.wav,6.169,6.184,SIL
19186,450_marron1_May_23_2016_44209152.wav,6.184,6.94,E
19187,450_marron1_May_23_2016_44209152.wav,6.94,6.963,SIL
19188,450_marron1_May_23_2016_44209152.wav,6.963,7.471,R
19189,450_marron1_May_23_2016_44209152.wav,7.471,7.567,SIL
19190,450_marron1_May_23_2016_44209152.wav,7.567,7.635,J1
19191,450_marron1_May_23_2016_44209152.wav,7.635,8.674,J1
19192,450_marron1_May_23_2016_44209152.wav,8.674,9.484,J2
19193,450_marron1_May_23_2016_44209152.wav,9.484,9.602,SIL
19194,450_marron1_May_23_2016_44209152.wav,9.602,10.554,B1
19195,450_marron1_May_23_2016_44209152.wav,10.554,11.272,B2
19196,450_marron1_May_23_2016_44209152.wav,11.272,11.306,SIL
19197,450_marron1_May_23_2016_44209152.wav,11.306,11.833,R
19198,450_marron1_May_23_2016_44209152.wav,11.833,11.887,SIL
19199,450_marron1_May_23_2016_44209152.wav,11.887,11.963,J1
19200,450_marron1_May_23_2016_44209152.wav,11.948,12.945,J2
19201,450_marron1_May_23_2016_44209152.wav,12.945,13.006,J2
19202,450_marron1_May_23_2016_44209152.wav,13.006,14.881,L
19203,450_marron1_May_23_2016_44209152.wav,14.881,15.599,J2
19204,450_marron1_May_23_2016_44209152.wav,15.599,15.664,J2
19205,450_marron1_May_23_2016_44209152.wav,15.664,15.767,SIL
19206,450_marron1_May_23_2016_44209152.wav,15.767,16.615,B1
19207,450_marron1_May_23_2016_44209152.wav,16.615,16.634,SIL
19208,450_marron1_May_23_2016_44209152.wav,16.634,17.253,B2
19209,450_marron1_May_23_2016_44209152.wav,17.253,17.295,SIL
19210,450_marron1_May_23_2016_44209152.wav,17.295,18.139,Q
19211,450_marron1_May_23_2016_44209152.wav,18.139,18.162,SIL
19212,450_marron1_May_23_2016_44209152.wav,18.162,18.338,O
19213,450_marron1_May_23_2016_44209152.wav,18.338,18.433,SIL
19214,450_marron1_May_23_2016_44209152.wav,18.433,18.766,P
19215,450_marron1_May_23_2016_44209152.wav,18.766,18.838,SIL
19216,450_marron1_May_23_2016_44209152.wav,18.838,19.045,K
19217,450_marron1_May_23_2016_44209152.wav,19.045,19.434,K2
19218,450_marron1_May_23_2016_44209152.wav,19.434,19.495,SIL
19219,450_marron1_May_23_2016_44209152.wav,19.495,20.824,L
19220,450_marron1_May_23_2016_44209152.wav,20.824,21.42,J2
19221,450_marron1_May_23_2016_44209152.wav,21.42,21.577,SIL
19222,450_marron1_May_23_2016_44209152.wav,21.577,22.44,B1
19223,450_marron1_May_23_2016_44209152.wav,22.44,23.586,B2
19224,450_marron1_May_23_2016_44209152.wav,23.586,23.609,SIL
19225,450_marron1_May_23_2016_44209152.wav,23.609,24.159,R
19226,450_marron1_May_23_2016_44209152.wav,24.159,24.212,SIL
19227,450_marron1_May_23_2016_44209152.wav,24.212,24.361,O
19228,450_marron1_May_23_2016_44209152.wav,24.361,24.465,SIL
19229,450_marron1_May_23_2016_44209152.wav,24.465,25.526,J1
19230,450_marron1_May_23_2016_44209152.wav,25.526,26.825,L
19231,450_marron1_May_23_2016_44209152.wav,26.825,28.788,N
19232,450_marron1_May_23_2016_44209152.wav,28.788,28.96,S
19233,450_marron1_May_23_2016_44209152.wav,28.96,28.995,SIL
19234,450_marron1_May_23_2016_44209152.wav,28.995,30.293,M
19235,450_marron1_May_23_2016_44209152.wav,30.293,31.271,D
19236,450_marron1_May_23_2016_44209152.wav,31.271,31.321,SIL
19237,450_marron1_May_23_2016_44209152.wav,31.321,31.519,I
19238,450_marron1_May_23_2016_44209152.wav,31.519,31.538,SIL
19239,450_marron1_May_23_2016_44209152.wav,31.538,32.386,A
19240,450_marron1_May_23_2016_44209152.wav,32.386,32.459,SIL
19241,450_marron1_May_23_2016_44209152.wav,32.459,32.631,O
19242,450_marron1_May_23_2016_44209152.wav,32.631,32.692,SIL
19243,450_marron1_May_23_2016_44209152.wav,32.692,33.032,P
19244,450_marron1_May_23_2016_44209152.wav,33.032,33.116,SIL
19245,450_marron1_May_23_2016_44209152.wav,33.116,33.357,K
19246,450_marron1_May_23_2016_44209152.wav,33.357,33.567,V
19247,450_marron1_May_23_2016_44209152.wav,33.567,33.586,SIL
19248,450_marron1_May_23_2016_44209152.wav,33.586,35.583,N
19249,450_marron1_May_23_2016_44209152.wav,35.583,35.732,S
19250,450_marron1_May_23_2016_44209152.wav,35.732,35.752,SIL
19251,450_marron1_May_23_2016_44209152.wav,35.752,36.722,M
19252,450_marron1_May_23_2016_44209152.wav,36.722,38.112,D
19253,450_marron1_May_23_2016_44209152.wav,38.112,39.338,N
