,wave,start,end,syll
11433,312_marron1_June_10_2016_26280068.wav,0.0,2.744,SIL
11434,312_marron1_June_10_2016_26280068.wav,2.744,3.781,Z
11435,312_marron1_June_10_2016_26280068.wav,3.781,3.853,SIL
11436,312_marron1_June_10_2016_26280068.wav,3.853,4.782,T
11437,312_marron1_June_10_2016_26280068.wav,4.782,4.993,SIL
11438,312_marron1_June_10_2016_26280068.wav,4.993,6.072,U
11439,312_marron1_June_10_2016_26280068.wav,6.072,7.3036552195,J2
11440,312_marron1_June_10_2016_26280068.wav,7.301,9.039,N
11441,312_marron1_June_10_2016_26280068.wav,9.039,9.133,SIL
11442,312_marron1_June_10_2016_26280068.wav,9.133,10.242,A
11443,312_marron1_June_10_2016_26280068.wav,10.242,10.29,A
11444,312_marron1_June_10_2016_26280068.wav,10.29,10.317,SIL
11445,312_marron1_June_10_2016_26280068.wav,10.317,10.47,O
11446,312_marron1_June_10_2016_26280068.wav,10.47,10.557,SIL
11447,312_marron1_June_10_2016_26280068.wav,10.557,10.887,P
11448,312_marron1_June_10_2016_26280068.wav,10.887,11.0013565678,SIL
11449,312_marron1_June_10_2016_26280068.wav,11.0013565678,11.2793792255,K
11450,312_marron1_June_10_2016_26280068.wav,11.2793792255,11.724,K2
11451,312_marron1_June_10_2016_26280068.wav,11.724,11.771,SIL
11452,312_marron1_June_10_2016_26280068.wav,11.771,12.625,L
11453,312_marron1_June_10_2016_26280068.wav,12.625,13.3534282524,J2
11454,312_marron1_June_10_2016_26280068.wav,13.353,13.4034723308,J2
11455,312_marron1_June_10_2016_26280068.wav,13.4034723308,13.504,SIL
11456,312_marron1_June_10_2016_26280068.wav,13.504,14.338,B1
11457,312_marron1_June_10_2016_26280068.wav,14.338,15.255,B2
11458,312_marron1_June_10_2016_26280068.wav,15.255,16.793,N
11459,312_marron1_June_10_2016_26280068.wav,16.793,16.912,SIL
11460,312_marron1_June_10_2016_26280068.wav,16.912,17.944,A
11461,312_marron1_June_10_2016_26280068.wav,17.944,18.024,SIL
11462,312_marron1_June_10_2016_26280068.wav,18.024,18.174,O
11463,312_marron1_June_10_2016_26280068.wav,18.174,18.272,SIL
11464,312_marron1_June_10_2016_26280068.wav,18.272,18.605,P
11465,312_marron1_June_10_2016_26280068.wav,18.605,18.73,SIL
11466,312_marron1_June_10_2016_26280068.wav,18.73,18.936,K
11467,312_marron1_June_10_2016_26280068.wav,18.936,18.981,SIL
11468,312_marron1_June_10_2016_26280068.wav,18.981,20.468,V
11469,312_marron1_June_10_2016_26280068.wav,20.468,20.593,SIL
11470,312_marron1_June_10_2016_26280068.wav,20.593,21.405,J1
11471,312_marron1_June_10_2016_26280068.wav,21.405,21.841,J2
11472,312_marron1_June_10_2016_26280068.wav,21.841,21.911,J2
11473,312_marron1_June_10_2016_26280068.wav,21.911,22.022,SIL
11474,312_marron1_June_10_2016_26280068.wav,22.022,22.867,B1
11475,312_marron1_June_10_2016_26280068.wav,22.867,22.878,SIL
11476,312_marron1_June_10_2016_26280068.wav,22.878,23.7931790515,B2
11477,312_marron1_June_10_2016_26280068.wav,23.7931790515,23.813,SIL
11478,312_marron1_June_10_2016_26280068.wav,23.813,24.713,Q
11479,312_marron1_June_10_2016_26280068.wav,24.713,25.025,H
11480,312_marron1_June_10_2016_26280068.wav,25.025,25.773,E
11481,312_marron1_June_10_2016_26280068.wav,25.773,25.828,SIL
11482,312_marron1_June_10_2016_26280068.wav,25.828,27.366,N
11483,312_marron1_June_10_2016_26280068.wav,27.366,27.43,SIL
11484,312_marron1_June_10_2016_26280068.wav,27.43,28.45,A
