,wave,start,end,syll
17107,409_marron1_June_15_2016_29172418.wav,0.0,1.5116503226,SIL
17108,409_marron1_June_15_2016_29172418.wav,1.5116503226,1.8399101554,call
17109,409_marron1_June_15_2016_29172418.wav,1.8399101554,3.2770813563,SIL
17110,409_marron1_June_15_2016_29172418.wav,3.2770813563,3.6191336191,call
17111,409_marron1_June_15_2016_29172418.wav,3.6191336191,4.0549744055,SIL
17112,409_marron1_June_15_2016_29172418.wav,4.0549744055,4.6563243514,Z
17113,409_marron1_June_15_2016_29172418.wav,4.6563243514,4.7335619591,SIL
17114,409_marron1_June_15_2016_29172418.wav,4.7335619591,4.9956181282,Ci
17115,409_marron1_June_15_2016_29172418.wav,4.9956181282,5.7873036074,C
17116,409_marron1_June_15_2016_29172418.wav,5.7873036074,5.9500542808,H
17117,409_marron1_June_15_2016_29172418.wav,5.9500542808,5.9721221687,SIL
17118,409_marron1_June_15_2016_29172418.wav,5.9721221687,6.8603546575,E
17119,409_marron1_June_15_2016_29172418.wav,6.8603546575,6.8879395175,SIL
17120,409_marron1_June_15_2016_29172418.wav,6.8879395175,7.3872254817,R
17121,409_marron1_June_15_2016_29172418.wav,7.3872254817,7.4865309773,SIL
17122,409_marron1_June_15_2016_29172418.wav,7.4865309773,7.5472176691,J1
17123,409_marron1_June_15_2016_29172418.wav,7.5334252392,8.418899242,J2
17124,409_marron1_June_15_2016_29172418.wav,8.418899242,9.0616264777,J2
17125,409_marron1_June_15_2016_29172418.wav,9.0616264777,9.1167961975,J2
17126,409_marron1_June_15_2016_29172418.wav,9.1167961975,9.2216186651,SIL
17127,409_marron1_June_15_2016_29172418.wav,9.2216186651,10.090541752,B1
17128,409_marron1_June_15_2016_29172418.wav,10.090541752,10.109851154,SIL
17129,409_marron1_June_15_2016_29172418.wav,10.109851154,10.9236045211,B2
17130,409_marron1_June_15_2016_29172418.wav,10.9236045211,11.7428748601,Q
17131,409_marron1_June_15_2016_29172418.wav,11.7428748601,12.2035420205,H
17132,409_marron1_June_15_2016_29172418.wav,12.2035420205,12.9372992939,E
17133,409_marron1_June_15_2016_29172418.wav,12.9372992939,12.9869520417,SIL
17134,409_marron1_June_15_2016_29172418.wav,12.9869520417,14.7110057856,N
17135,409_marron1_June_15_2016_29172418.wav,14.7110057856,14.870997973,S
17136,409_marron1_June_15_2016_29172418.wav,14.870997973,14.8958243469,SIL
17137,409_marron1_June_15_2016_29172418.wav,14.8958243469,16.1730033604,M
17138,409_marron1_June_15_2016_29172418.wav,16.1730033604,16.9260700357,D
17139,409_marron1_June_15_2016_29172418.wav,16.9260700357,16.9646888395,SIL
17140,409_marron1_June_15_2016_29172418.wav,16.9646888395,17.1329564849,I
17141,409_marron1_June_15_2016_29172418.wav,17.1329564849,17.1936431767,SIL
17142,409_marron1_June_15_2016_29172418.wav,17.1936431767,18.2639357409,A
17143,409_marron1_June_15_2016_29172418.wav,18.2639357409,18.3246224327,A
17144,409_marron1_June_15_2016_29172418.wav,18.3246224327,18.3632412366,SIL
17145,409_marron1_June_15_2016_29172418.wav,18.3632412366,18.531508882,O
17146,409_marron1_June_15_2016_29172418.wav,18.531508882,18.5839201158,SIL
