,wave,start,end,syll
6534,211_marron1_May_29_2016_49665271.wav,0.0,0.1644566193,SIL
6535,211_marron1_May_29_2016_49665271.wav,0.1644566193,0.5646343928,call
6536,211_marron1_May_29_2016_49665271.wav,0.5646343928,1.5952292068,SIL
6537,211_marron1_May_29_2016_49665271.wav,1.5952292068,1.9954069804,call
6538,211_marron1_May_29_2016_49665271.wav,1.9954069804,2.4065485285,SIL
6539,211_marron1_May_29_2016_49665271.wav,2.4065485285,3.3658788076,Z
6540,211_marron1_May_29_2016_49665271.wav,3.3658788076,3.4371433426,SIL
6541,211_marron1_May_29_2016_49665271.wav,3.4371433426,3.6975329897,Ci
6542,211_marron1_May_29_2016_49665271.wav,3.6975329897,4.4896657059,C
6543,211_marron1_May_29_2016_49665271.wav,4.4896657059,4.5061113678,SIL
6544,211_marron1_May_29_2016_49665271.wav,4.5061113678,4.7034593109,H
6545,211_marron1_May_29_2016_49665271.wav,4.7034593109,5.5805612803,E
6546,211_marron1_May_29_2016_49665271.wav,5.5805612803,5.5970069422,SIL
6547,211_marron1_May_29_2016_49665271.wav,5.5970069422,6.1506775604,R
6548,211_marron1_May_29_2016_49665271.wav,6.1506775604,6.2383877573,SIL
6549,211_marron1_May_29_2016_49665271.wav,6.2383877573,7.1730495435,J1
6550,211_marron1_May_29_2016_49665271.wav,7.1730495435,7.8171713023,J2
6551,211_marron1_May_29_2016_49665271.wav,7.8116894149,7.874731119,J2
6552,211_marron1_May_29_2016_49665271.wav,7.874731119,7.9706641469,SIL
6553,211_marron1_May_29_2016_49665271.wav,7.9706641469,8.6559000605,B1
6554,211_marron1_May_29_2016_49665271.wav,8.6559000605,9.6755310999,B2
6555,211_marron1_May_29_2016_49665271.wav,9.6755310999,10.5608559003,Q
6556,211_marron1_May_29_2016_49665271.wav,10.5608559003,10.6074519424,SIL
6557,211_marron1_May_29_2016_49665271.wav,10.6074519424,10.7390172378,TRASH
6558,211_marron1_May_29_2016_49665271.wav,10.7390172378,10.7664266743,SIL
6559,211_marron1_May_29_2016_49665271.wav,10.7664266743,11.2269052083,H
6560,211_marron1_May_29_2016_49665271.wav,11.2269052083,11.2433508702,SIL
6561,211_marron1_May_29_2016_49665271.wav,11.2433508702,12.3013551208,E
6562,211_marron1_May_29_2016_49665271.wav,12.3013551208,12.3342464446,SIL
6563,211_marron1_May_29_2016_49665271.wav,12.3342464446,14.1624558621,N
6564,211_marron1_May_29_2016_49665271.wav,14.1624558621,14.2803164392,SIL
