,wave,start,end,syll
11326,309_marron1_June_10_2016_24099427.wav,0.0,3.0328639456,SIL
11327,309_marron1_June_10_2016_24099427.wav,3.0328639456,4.0309773243,Z
11328,309_marron1_June_10_2016_24099427.wav,4.0309773243,4.095,SIL
11329,309_marron1_June_10_2016_24099427.wav,4.095,4.71,T
11330,309_marron1_June_10_2016_24099427.wav,4.71,4.904,SIL
11331,309_marron1_June_10_2016_24099427.wav,4.904,5.78,U
11332,309_marron1_June_10_2016_24099427.wav,5.78,6.567,J2
11333,309_marron1_June_10_2016_24099427.wav,6.567,6.617,J2
11334,309_marron1_June_10_2016_24099427.wav,6.617,6.714,SIL
11335,309_marron1_June_10_2016_24099427.wav,6.714,7.626,B1
11336,309_marron1_June_10_2016_24099427.wav,7.626,7.637,SIL
11337,309_marron1_June_10_2016_24099427.wav,7.637,8.521,B2
11338,309_marron1_June_10_2016_24099427.wav,8.521,8.591,SIL
11339,309_marron1_June_10_2016_24099427.wav,8.591,9.678,N
11340,309_marron1_June_10_2016_24099427.wav,9.678,9.848,S
11341,309_marron1_June_10_2016_24099427.wav,9.848,9.875,SIL
11342,309_marron1_June_10_2016_24099427.wav,9.875,10.907,M
11343,309_marron1_June_10_2016_24099427.wav,10.907,11.927,D
11344,309_marron1_June_10_2016_24099427.wav,11.927,11.941,SIL
11345,309_marron1_June_10_2016_24099427.wav,11.941,12.147,I
11346,309_marron1_June_10_2016_24099427.wav,12.147,12.169,SIL
11347,309_marron1_June_10_2016_24099427.wav,12.169,13.1504717123,A
11348,309_marron1_June_10_2016_24099427.wav,13.1504717123,13.201,SIL
11349,309_marron1_June_10_2016_24099427.wav,13.201,13.401,O
11350,309_marron1_June_10_2016_24099427.wav,13.401,13.456,SIL
11351,309_marron1_June_10_2016_24099427.wav,13.456,13.787,P
