,wave,start,end,syll
10493,294_marron1_June_08_2016_73468549.wav,0.0,0.408291393,SIL
10494,294_marron1_June_08_2016_73468549.wav,0.408291393,0.7255448402,call
10495,294_marron1_June_08_2016_73468549.wav,0.7255448402,1.3766040884,SIL
10496,294_marron1_June_08_2016_73468549.wav,1.3766040884,1.7104098894,call
10497,294_marron1_June_08_2016_73468549.wav,1.7104098894,3.0732203497,SIL
10498,294_marron1_June_08_2016_73468549.wav,3.0732203497,3.3904737969,call
10499,294_marron1_June_08_2016_73468549.wav,3.3904737969,3.9744392763,SIL
10500,294_marron1_June_08_2016_73468549.wav,3.9744392763,4.6555723976,Z
10501,294_marron1_June_08_2016_73468549.wav,4.6555723976,4.7974238672,SIL
10502,294_marron1_June_08_2016_73468549.wav,4.7974238672,5.0374329969,Ci
10503,294_marron1_June_08_2016_73468549.wav,5.0374329969,6.311964237,C
10504,294_marron1_June_08_2016_73468549.wav,6.311964237,6.816811027,H
10505,294_marron1_June_08_2016_73468549.wav,6.816811027,6.8526744601,SIL
10506,294_marron1_June_08_2016_73468549.wav,6.8526744601,7.7492602893,E
10507,294_marron1_June_08_2016_73468549.wav,7.7492602893,7.8016760762,SIL
10508,294_marron1_June_08_2016_73468549.wav,7.8016760762,8.314799043,R
10509,294_marron1_June_08_2016_73468549.wav,8.314799043,8.4996336601,SIL
10510,294_marron1_June_08_2016_73468549.wav,8.4996336601,9.294146641,J1
10511,294_marron1_June_08_2016_73468549.wav,9.294146641,10.414189246,J2
10512,294_marron1_June_08_2016_73468549.wav,10.414189246,10.4666050329,J2
10513,294_marron1_June_08_2016_73468549.wav,10.4666050329,10.5907476862,SIL
10514,294_marron1_June_08_2016_73468549.wav,10.5907476862,11.5314731254,B1
10515,294_marron1_June_08_2016_73468549.wav,11.5314731254,11.5425080279,SIL
10516,294_marron1_June_08_2016_73468549.wav,11.5425080279,12.6597919072,B2
10517,294_marron1_June_08_2016_73468549.wav,12.6597919072,12.6928966148,SIL
10518,294_marron1_June_08_2016_73468549.wav,12.6928966148,13.796386866,Q
10519,294_marron1_June_08_2016_73468549.wav,13.796386866,13.8074217685,SIL
10520,294_marron1_June_08_2016_73468549.wav,13.8074217685,14.0612245263,H
10521,294_marron1_June_08_2016_73468549.wav,14.0612245263,15.2805812539,E
10522,294_marron1_June_08_2016_73468549.wav,15.2805812539,15.324720864,SIL
10523,294_marron1_June_08_2016_73468549.wav,15.324720864,16.1854432599,R
10524,294_marron1_June_08_2016_73468549.wav,16.1854432599,16.2902748338,SIL
10525,294_marron1_June_08_2016_73468549.wav,16.2902748338,16.3288969926,J1
10526,294_marron1_June_08_2016_73468549.wav,16.3288969926,17.2034130167,J1
10527,294_marron1_June_08_2016_73468549.wav,17.2034130167,18.1027575714,J2
10528,294_marron1_June_08_2016_73468549.wav,18.1027575714,18.1468971815,J2
10529,294_marron1_June_08_2016_73468549.wav,18.1468971815,18.298627091,SIL
10530,294_marron1_June_08_2016_73468549.wav,18.298627091,19.1262447795,B1
10531,294_marron1_June_08_2016_73468549.wav,19.1262447795,19.1483145845,SIL
10532,294_marron1_June_08_2016_73468549.wav,19.1483145845,20.2987031714,B2
10533,294_marron1_June_08_2016_73468549.wav,20.2987031714,21.80772609,N
10534,294_marron1_June_08_2016_73468549.wav,21.80772609,21.9456623714,SIL
10535,294_marron1_June_08_2016_73468549.wav,21.9456623714,23.1567429221,A
10536,294_marron1_June_08_2016_73468549.wav,23.1567429221,23.2395046909,SIL
10537,294_marron1_June_08_2016_73468549.wav,23.2395046909,23.4326154849,O
10538,294_marron1_June_08_2016_73468549.wav,23.4326154849,23.4933074487,SIL
10539,294_marron1_June_08_2016_73468549.wav,23.4933074487,23.7995259934,P
10540,294_marron1_June_08_2016_73468549.wav,23.7995259934,23.9264273723,SIL
10541,294_marron1_June_08_2016_73468549.wav,23.9264273723,24.2078173864,K
10542,294_marron1_June_08_2016_73468549.wav,24.2078173864,24.2464395452,SIL
10543,294_marron1_June_08_2016_73468549.wav,24.2464395452,25.5402818647,V
10544,294_marron1_June_08_2016_73468549.wav,25.5402818647,25.6395959874,SIL
10545,294_marron1_June_08_2016_73468549.wav,25.6395959874,26.3485884738,J1
10546,294_marron1_June_08_2016_73468549.wav,26.3485884738,26.8699876175,J2
10547,294_marron1_June_08_2016_73468549.wav,26.8699876175,26.9444732094,J2
10548,294_marron1_June_08_2016_73468549.wav,26.9444732094,27.0520635089,SIL
10549,294_marron1_June_08_2016_73468549.wav,27.0520635089,28.0038238506,B1
10550,294_marron1_June_08_2016_73468549.wav,28.0038238506,28.0148587531,SIL
10551,294_marron1_June_08_2016_73468549.wav,28.0148587531,28.7321274164,B2
10552,294_marron1_June_08_2016_73468549.wav,28.7321274164,28.7486797702,SIL
10553,294_marron1_June_08_2016_73468549.wav,28.7486797702,29.9404492415,N
