,wave,start,end,syll
20172,465_marron1_May_23_2016_62301081.wav,0.0,0.429,SIL
20173,465_marron1_May_23_2016_62301081.wav,0.429,0.735,call
20174,465_marron1_May_23_2016_62301081.wav,0.735,2.247,SIL
20175,465_marron1_May_23_2016_62301081.wav,2.247,3.266,Z
20176,465_marron1_May_23_2016_62301081.wav,3.266,3.369,SIL
20177,465_marron1_May_23_2016_62301081.wav,3.369,3.64,Ci
20178,465_marron1_May_23_2016_62301081.wav,3.64,4.662,C
20179,465_marron1_May_23_2016_62301081.wav,4.662,4.841,H
20180,465_marron1_May_23_2016_62301081.wav,4.841,4.858,SIL
20181,465_marron1_May_23_2016_62301081.wav,4.858,5.59,E
20182,465_marron1_May_23_2016_62301081.wav,5.59,5.611,SIL
20183,465_marron1_May_23_2016_62301081.wav,5.611,6.455,R
20184,465_marron1_May_23_2016_62301081.wav,6.455,6.567,SIL
20185,465_marron1_May_23_2016_62301081.wav,6.567,6.614,J1
20186,465_marron1_May_23_2016_62301081.wav,6.614,7.515,J1
20187,465_marron1_May_23_2016_62301081.wav,7.512,8.353,J2
20188,465_marron1_May_23_2016_62301081.wav,8.353,8.419,J2
20189,465_marron1_May_23_2016_62301081.wav,8.419,8.533,SIL
20190,465_marron1_May_23_2016_62301081.wav,8.533,9.37,B1
20191,465_marron1_May_23_2016_62301081.wav,9.37,9.392,SIL
20192,465_marron1_May_23_2016_62301081.wav,9.392,10.139,B2
20193,465_marron1_May_23_2016_62301081.wav,10.139,10.963,R
20194,465_marron1_May_23_2016_62301081.wav,10.963,11.053,SIL
20195,465_marron1_May_23_2016_62301081.wav,11.053,12.414,O
20196,465_marron1_May_23_2016_62301081.wav,12.414,12.459,SIL
20197,465_marron1_May_23_2016_62301081.wav,12.459,12.8,P
20198,465_marron1_May_23_2016_62301081.wav,12.8,12.88,SIL
20199,465_marron1_May_23_2016_62301081.wav,12.88,13.088,K
20200,465_marron1_May_23_2016_62301081.wav,13.088,13.477,K2
20201,465_marron1_May_23_2016_62301081.wav,13.477,13.547,SIL
20202,465_marron1_May_23_2016_62301081.wav,13.547,14.933,L
20203,465_marron1_May_23_2016_62301081.wav,14.933,15.492,J2
20204,465_marron1_May_23_2016_62301081.wav,15.492,15.683,SIL
20205,465_marron1_May_23_2016_62301081.wav,15.683,16.523,B1
20206,465_marron1_May_23_2016_62301081.wav,16.523,16.539,SIL
20207,465_marron1_May_23_2016_62301081.wav,16.539,17.559,B2
20208,465_marron1_May_23_2016_62301081.wav,17.559,17.6,SIL
20209,465_marron1_May_23_2016_62301081.wav,17.6,19.17,N
20210,465_marron1_May_23_2016_62301081.wav,19.17,19.237,SIL
20211,465_marron1_May_23_2016_62301081.wav,19.237,19.944,A
