,wave,start,end,syll
11932,320_marron1_June_10_2016_58480492.wav,0.0,2.438,SIL
11933,320_marron1_June_10_2016_58480492.wav,2.438,2.73,call
11934,320_marron1_June_10_2016_58480492.wav,2.73,3.898,SIL
11935,320_marron1_June_10_2016_58480492.wav,3.898,4.234,call
11936,320_marron1_June_10_2016_58480492.wav,4.234,4.904,SIL
11937,320_marron1_June_10_2016_58480492.wav,4.904,5.825,Z
11938,320_marron1_June_10_2016_58480492.wav,5.825,5.947,SIL
11939,320_marron1_June_10_2016_58480492.wav,5.947,6.189,Ci
11940,320_marron1_June_10_2016_58480492.wav,6.189,6.213806401,SIL
11941,320_marron1_June_10_2016_58480492.wav,6.213806401,7.023,C
11942,320_marron1_June_10_2016_58480492.wav,7.023,7.398,H
11943,320_marron1_June_10_2016_58480492.wav,7.398,7.448,SIL
11944,320_marron1_June_10_2016_58480492.wav,7.448,8.494,E
11945,320_marron1_June_10_2016_58480492.wav,8.494,8.541,SIL
11946,320_marron1_June_10_2016_58480492.wav,8.541,9.039,R
11947,320_marron1_June_10_2016_58480492.wav,9.039,9.172,SIL
11948,320_marron1_June_10_2016_58480492.wav,9.172,9.9643320543,J1
11949,320_marron1_June_10_2016_58480492.wav,9.9643320543,10.826,J2
11950,320_marron1_June_10_2016_58480492.wav,10.826,10.907,J2
11951,320_marron1_June_10_2016_58480492.wav,10.907,11.012,SIL
11952,320_marron1_June_10_2016_58480492.wav,11.012,11.999,B1
11953,320_marron1_June_10_2016_58480492.wav,11.999,12.822,B2
11954,320_marron1_June_10_2016_58480492.wav,12.822,12.836,SIL
11955,320_marron1_June_10_2016_58480492.wav,12.836,13.681,Q
11956,320_marron1_June_10_2016_58480492.wav,13.681,13.69,SIL
11957,320_marron1_June_10_2016_58480492.wav,13.69,14.06,H
11958,320_marron1_June_10_2016_58480492.wav,14.06,14.096,SIL
11959,320_marron1_June_10_2016_58480492.wav,14.096,15.347,E
11960,320_marron1_June_10_2016_58480492.wav,15.347,15.369,SIL
11961,320_marron1_June_10_2016_58480492.wav,15.369,16.604,R
11962,320_marron1_June_10_2016_58480492.wav,16.604,16.671,SIL
11963,320_marron1_June_10_2016_58480492.wav,16.671,17.774,O
11964,320_marron1_June_10_2016_58480492.wav,17.774,17.851,SIL
11965,320_marron1_June_10_2016_58480492.wav,17.851,18.247,P
